course_id,skill_id,confidence
C0107,compliance,0.9
C0108,natural_language_processing,0.9
C0108,google_cloud,0.9
C0110,time,0.6
C0110,causal_information,0.6
C0113,design_patterns,0.9
C0115,machine_learning,0.9
C0117,prototyping,0.9
C0117,user_interface_design,0.6
C0117,principles,0.6
C0117,"prototyping,_practices",0.6
C0118,azure,0.9
C0120,positive_psychology_specialization_project,0.6
C0120,your_life,0.6
C0120,well-being,0.6
C0124,java,0.9
C0125,google_cloud,0.9
C0131,data_analytics,0.6
C0131,data_visualizations,0.6
C0133,research,0.9
C0139,machine_learning,0.9
C0139,a_machine_learning_solution,0.6
C0140,decision_making,0.9
C0141,c++,0.9
C0147,ux_design,0.9
C0147,introduction,0.6
C0147,design_mastertrack_certificate_program,0.6
C0148,communication,0.9
C0151,react,0.9
C0151,a_memory_game,0.6
C0155,r,0.9
C0163,_applied_sustainability_engineering,0.6
C0166,r,0.9
C0171,communication,0.9
C0171,relationships,0.6
C0180,testing,0.9
C0183,master_unity_gui,0.6
C0183,design,0.6
C0183,animate,0.6
C0183,script,0.6
C0183,menus,0.6
C0184,leadership,0.9
C0186,angular,0.9
C0186,atm_user_interface,0.6
C0187,testing,0.9
C0187,optimization,0.9
C0190,aws,0.9
C0191,python,0.9
C0193,javascript,0.9
C0199,java,0.9
C0203,valuation,0.9
C0206,google_cloud,0.9
C0206,data_transformation,0.6
C0206,google_cloud_-_français,0.6
C0210,machine_learning,0.9
C0210,python,0.9
C0210,data_science,0.6
C0210,machine,0.6
C0212,digital_products,0.6
C0212,canva,0.6
C0213,user_interfaces,0.6
C0213,user_interactions,0.6
C0215,debugging,0.9
C0215,node.js,0.9
C0215,cloud_functions,0.6
C0219,videos,0.6
C0219,edpuzzle,0.6
C0221,css,0.9
C0221,tailwind_css_practice_project,0.6
C0221,a_product_card,0.6
C0223,document,0.6
C0224,c++,0.9
C0226,devops,0.9
C0228,quantitative_finance,0.6
C0231,sql,0.9
C0237,security_architecture,0.9
C0238,gis_data_formats,0.6
C0238,design,0.6
C0238,quality,0.6
C0239,scrum,0.9
C0240,systems_thinking,0.9
C0245,data_analysis,0.9
C0250,regression,0.9
C0254,accounting,0.9
C0257,a_technology_startup_company,0.6
C0259,matlab,0.9
C0261,applications,0.6
C0261,cloud_profiler,0.6
C0262,opentsdb,0.6
C0262,time-series_data,0.6
C0263,agile,0.9
C0263,leadership,0.9
C0263,agile_leadership_principles,0.6
C0263,practices,0.6
C0267,testing,0.9
C0267,usability_testing,0.6
C0268,google_cloud,0.9
C0270,negotiation,0.9
C0271,leadership,0.9
C0272,python,0.9
C0273,leadership,0.9
C0273,agile,0.9
C0275,deep_learning,0.9
C0275,neural_networks,0.9
C0281,adobe_photoshop,0.6
C0281,a_pickleball_paddle,0.6
C0282,seo,0.9
C0286,photography,0.9
C0288,sustainment,0.6
C0288,improvement_work,0.6
C0290,google_cloud,0.9
C0291,research,0.9
C0301,research,0.9
C0302,devops,0.9
C0302,aws,0.9
C0302,ci/cd,0.9
C0305,python,0.9
C0308,google_cloud,0.9
C0309,data,0.6
C0309,charts,0.6
C0309,canva,0.6
C0311,python,0.9
C0315,react,0.9
C0316,testing,0.9
C0316,kubernetes,0.9
C0316,load_testing,0.6
C0319,python,0.9
C0320,cryptography,0.9
C0323,training,0.6
C0323,programs,0.6
C0323,volunteer_community_health_workers,0.6
C0324,object-oriented_programming,0.9
C0326,r,0.9
C0326,clustering,0.9
C0326,k-means,0.6
C0327,javascript,0.9
C0327,web_development,0.9
C0335,software_design_methods,0.6
C0335,tools,0.6
C0337,google_cloud,0.9
C0347,google_cloud,0.9
C0348,r,0.9
C0349,cryptography,0.9
C0355,an_instagram_business_account,0.6
C0356,github,0.6
C0358,essential_design_principles,0.6
C0358,tableau,0.6
C0360,research,0.9
C0360,health_equity_research,0.6
C0360,practice,0.6
C0360,local_&_global_lessons,0.6
C0366,testing,0.9
C0367,remote_work,0.6
C0367,online_study,0.6
C0368,risk_management,0.9
C0370,kubernetes,0.9
C0371,microservices,0.9
C0371,devops,0.9
C0371,agile,0.9
C0372,google_cloud,0.9
C0373,devops,0.9
C0374,aws,0.9
C0375,social_media_marketing,0.9
C0377,go,0.9
C0379,google_cloud,0.9
C0382,embeddings,0.6
C0382,vector_search,0.6
C0384,aws,0.9
C0384,machine_learning,0.9
C0386,design_engaging_stories,0.6
C0386,instagram,0.6
C0387,multimodal_search,0.6
C0396,big_data,0.9
C0397,accounting,0.9
C0398,seo,0.9
C0400,big_data,0.9
C0400,business_intelligence,0.9
C0403,machine_learning,0.9
C0403,regression,0.9
C0404,a_writing_rubric,0.6
C0404,microsoft_word,0.6
C0410,devops,0.9
C0410,aws,0.9
C0415,java,0.9
C0417,data_visualization,0.9
C0420,machine_learning,0.9
C0422,deep_learning,0.9
C0424,ethical_hacking,0.9
C0428,power_skills,0.6
C0428,self-awareness,0.6
C0428,teams,0.6
C0429,systems,0.6
C0429,engineering,0.6
C0429,the_design_process,0.6
C0431,data_visualization,0.9
C0431,python,0.9
C0433,a_sustainable_future,0.6
C0435,data_analysis,0.9
C0436,google_cloud,0.9
C0438,kubernetes,0.9
C0439,storytelling,0.9
C0441,django,0.9
C0442,c#,0.9
C0444,a_content_calendar,0.6
C0444,trello,0.6
C0449,plant_design,0.6
C0449,economics,0.6
C0453,facebook_graphics,0.6
C0453,visme,0.6
C0454,regression,0.9
C0455,incident_response,0.9
C0455,risk_management,0.9
C0456,python,0.9
C0457,aws,0.9
C0458,sql,0.9
C0462,software_development,0.9
C0467,valuation,0.9
C0469,data_models,0.6
C0469,lookml,0.6
C0472,c++,0.9
C0472,process_map_data,0.6
C0473,r,0.9
C0475,data_analysis,0.9
C0475,java,0.9
C0475,basic_data_analysis_tasks,0.6
C0475,java_streams,0.6
C0482,testing,0.9
C0484,computer_vision,0.9
C0490,the_healthcare_ecosystem,0.6
C0492,project_planning,0.9
C0499,cloud_security,0.9
C0500,experience_design,0.6
C0500,theories,0.6
C0500,frameworks,0.6
C0501,a_diffusion_model,0.6
C0501,an_introduction,0.6
C0502,python,0.9
C0502,serverless,0.9
C0502,aws,0.9
C0509,active_listening,0.9
C0509,communication,0.9
C0511,aws,0.9
C0511,machine_learning,0.9
C0512,google_cloud,0.9
C0514,microsoft_pl-300_exam_preparation,0.6
C0514,practice,0.6
C0515,a_modern_computer,0.6
C0515,first_principles,0.6
C0517,the_healthcare_innovation_process,0.6
C0519,animation,0.9
C0519,unreal_engine,0.6
C0519,skeletal_animation,0.6
C0522,java,0.9
C0522,object-oriented_programming,0.9
C0526,a_google_sre_culture,0.6
C0536,python,0.9
C0540,python,0.9
C0540,data_visualization,0.9
C0542,functional_programming,0.9
C0542,scala,0.9
C0546,communication,0.9
C0548,python,0.9
C0552,azure,0.9
C0552,iot_solutions,0.6
C0552,microsoft_azure,0.6
C0553,research,0.9
C0553,prototyping,0.9
C0558,azure,0.9
C0558,machine_learning,0.9
C0560,a_storyboard,0.6
C0560,canva,0.6
C0561,realistic_reflections,0.6
C0561,adobe_photoshop,0.6
C0563,azure,0.9
C0563,devops,0.9
C0568,engaging_content,0.6
C0568,tiktok,0.6
C0570,python,0.9
C0572,html,0.9
C0572,css,0.9
C0572,a_webpage,0.6
C0573,computer_vision,0.9
C0573,azure,0.9
C0576,data_visualization,0.9
C0576,r,0.9
C0580,git,0.9
C0580,devops,0.9
C0582,calculus,0.9
C0591,a_healthy_culture,0.6
C0592,azure,0.9
C0595,machine_learning,0.9
C0595,deep_learning,0.9
C0600,technologies_foundations,0.6
C0600,applications,0.6
C0608,software_development,0.9
C0609,statistics,0.9
C0609,data_analysis,0.9
C0612,data_analysis,0.9
C0612,python,0.9
C0613,deep_learning,0.9
C0625,photography,0.9
C0625,design,0.6
C0632,business_intelligence,0.9
C0633,fundamentals,0.6
C0633,digital_design,0.6
C0633,vlsi_chip_design,0.6
C0636,python,0.9
C0636,web_applications,0.6
C0638,the_vertex,0.6
C0638,gemini_api,0.6
C0641,deep_learning,0.9
C0641,analysis,0.6
C0641,bert,0.6
C0642,react,0.9
C0642,interactive_user_interfaces,0.6
C0642,react_library,0.6
C0644,project_management,0.6
C0644,control,0.6
C0644,the_earned_value,0.6
C0644,risk,0.6
C0649,leadership,0.9
C0651,a_chat_application,0.6
C0651,the_palm_2_api,0.6
C0652,microservices,0.9
C0652,google_cloud,0.9
C0658,vector_search,0.6
C0658,relational_databases,0.6
C0658,postgresql,0.6
C0665,data,0.6
C0665,dplyr,0.6
C0666,leadership,0.9
C0666,your_company,0.6
C0672,javascript,0.9
C0673,japanese,0.6
C0673,science,0.6
C0676,data_visualization,0.9
C0679,html,0.9
C0679,javascript,0.9
C0680,web_design,0.9
C0680,everybody,0.6
C0680,capstone,0.6
C0688,deep_learning,0.9
C0693,angular,0.9
C0693,responsive_web_apps,0.6
C0695,design_concepts,0.6
C0695,metro_rails,0.6
C0697,testing,0.9
C0698,replit_essentials,0.6
C0699,python,0.9
C0699,r,0.9
C0699,sas_viya_rest_apis,0.6
C0703,leadership,0.9
C0704,machine_learning,0.9
C0705,uma_experiência,0.6
C0706,app_design,0.6
C0706,development,0.6
C0707,brand_management,0.9
C0710,communication,0.9
C0712,sql,0.9
C0712,aggregate_data,0.6
C0712,mysql_workbench,0.6
C0720,your_musicianship,0.6
C0722,profit_analysis,0.6
C0722,economic_value,0.6
C0725,deep_learning,0.9
C0728,rag_applications,0.6
C0730,statistics,0.9
C0732,canva_design,0.6
C0736,project_management,0.6
C0736,a_gantt_chart,0.6
C0736,wrike,0.6
C0737,probability,0.9
C0739,c++,0.9
C0741,azure,0.9
C0741,azure_ad,0.6
C0743,machine_learning,0.9
C0746,google_cloud,0.9
C0748,time,0.6
C0748,data,0.6
C0752,food_labels,0.6
C0752,portion,0.6
C0764,kubernetes,0.9
C0767,purchasing,0.6
C0767,principles,0.6
C0767,practices,0.6
C0771,aws,0.9
C0772,design_thinking,0.9
C0772,agiles,0.6
C0772,trifft_auf_design_thinking,0.6
C0775,customizable_proposals,0.6
C0775,qwilr,0.6
C0778,accounting,0.9
C0779,data_analysis,0.9
C0779,python,0.9
C0780,calculus,0.9
C0780,numerical_analysis,0.9
C0791,technical_writing,0.9
C0795,risk_management,0.9
C0795,a_risk_management_framework,0.6
C0796,google_cloud,0.9
C0797,python,0.9
C0798,filters,0.6
C0798,a_cnn,0.6
C0798,tensorflow,0.6
C0800,no-code_apps,0.6
C0800,amazon_honeycode,0.6
C0801,python,0.9
C0802,statistics,0.9
C0804,big_data,0.9
C0807,smart_chatbot,0.6
C0814,azure,0.9
C0819,agile,0.9
C0819,agile_practices,0.6
C0820,sql,0.9
C0821,business_intelligence,0.9
C0823,aws,0.9
C0823,software_development,0.9
C0823,software_development_practices,0.6
C0825,google_cloud,0.9
C0826,java,0.9
C0828,agile,0.9
C0832,machine_learning,0.9
C0834,google_cloud,0.9
C0835,mandarin_chinese,0.6
C0835,capstone_project,0.6
C0842,valuation,0.9
C0842,budgeting,0.9
C0843,python,0.9
C0844,a_client_welcome_kit,0.6
C0844,canva,0.6
C0853,python,0.9
C0854,visual_design,0.9
C0854,ux:_visual_design_process,0.6
C0859,data_visualization,0.9
C0860,software_development,0.9
C0866,capstone_and_practice_exam,0.6
C0866,az-500,0.6
C0868,python,0.9
C0869,engineering_practices,0.6
C0869,quality_software,0.6
C0875,rust,0.9
C0880,hardware_description_languages,0.6
C0880,fpga_design,0.6
C0883,a_facebook_shop,0.6
C0883,commerce_manager,0.6
C0884,the_ife-efe_matrix,0.6
C0886,data_analytics,0.6
C0886,excel,0.6
C0886,real-world_examples,0.6
C0888,optimization,0.9
C0890,research,0.9
C0891,probability,0.9
C0900,storytelling,0.9
C0903,software_development,0.9
C0904,data_visualization,0.9
C0905,critical_thinking,0.9
C0907,negotiation,0.9
C0913,a_bi_dashboard,0.6
C0913,google_data_studio,0.6
C0913,bigquery,0.6
C0916,sql,0.9
C0925,design,0.6
C0925,a_source_control_strategy,0.6
C0927,classification,0.9
C0927,marketing_analytics,0.9
C0929,graphic_design,0.9
C0929,your_linkedin,0.6
C0929,3d_effect,0.6
C0929,canva,0.6
C0930,canva_design,0.6
C0935,a_generative_ai-ready_organization,0.6
C0936,javascript,0.9
C0936,react,0.9
C0937,google_cloud,0.9
C0937,generative_art_dynamic_nfts,0.6
C0944,an_infographic,0.6
C0944,infogram,0.6
C0945,accounting,0.9
C0946,terraform,0.9
C0953,google_cloud,0.9
C0954,attractive_infographics,0.6
C0958,aws,0.9
C0966,strategy,0.6
C0966,design,0.6
C0970,data_analysis,0.9
C0970,pandas,0.6
C0973,cps_design,0.6
C0973,mechatronics,0.6
C0973,healthcare,0.6
C0975,google_cloud,0.9
C0980,beginners,0.6
C0980,an_interactive_presentation,0.6
C0981,c++,0.9
C0982,leadership,0.9
C0983,ui_design,0.9
C0983,introduction,0.6
C0983,ux/ui_design,0.6
C0986,video_editing,0.9
C0987,public_history,0.6
C0988,machine_learning,0.9
C0990,video_editing,0.9
C0991,responsible_ai_practices,0.6
C0997,arm_core,0.6
C0997,micropython,0.6
C0997,industries,0.6
C1000,intelligent_agents,0.6
C1000,deepseek,0.6
C1005,python,0.9
C1009,kubernetes,0.9
C1012,research,0.9
C1015,kubernetes,0.9
C1015,aws,0.9
C1015,cluster,0.6
C1015,your_own_vpc,0.6
C1016,neural_networks,0.9
C1021,python,0.9
C1022,rust,0.9
C1023,a_professional_business_card,0.6
C1023,qr_code,0.6
C1023,canva,0.6
C1026,seo,0.9
C1026,digital_marketing,0.9
C1027,lookup_reference_math,0.6
C1027,text_functions,0.6
C1031,agile,0.9
C1033,formwork_practices,0.6
C1034,accounting,0.9
C1035,design_security_solutions,0.6
C1035,applications,0.6
C1037,debugging,0.9
C1038,leadership,0.9
C1039,multi_task_models,0.6
C1039,keras,0.6
C1041,agile,0.9
C1041,leadership,0.9
C1043,deep_learning,0.9
C1044,job_needs,0.6
C1044,job_postings,0.6
C1048,network_security,0.9
C1050,r,0.9
C1051,microsoft_sc-900_exam_preparation,0.6
C1051,practice,0.6
C1057,financial_reporting,0.9
C1061,sql,0.9
C1064,research,0.9
C1071,machine_learning,0.9
C1071,python,0.9
C1072,data,0.6
C1072,healthcare_improvement,0.6
C1076,azure,0.9
C1076,foundations,0.6
C1076,azure_infrastructure_design,0.6
C1081,production-ready_apps,0.6
C1090,big_data,0.9
C1090,sql,0.9
C1091,python,0.9
C1091,applied_text_mining,0.6
C1092,practice,0.6
C1093,machine_learning,0.9
C1100,rust,0.9
C1100,a_static_website,0.6
C1102,google_cloud,0.9
C1103,django,0.9
C1106,python,0.9
C1106,time_series,0.9
C1106,sales_forecasting,0.6
C1108,fundamentals,0.6
C1108,a_hypertension_program,0.6
C1109,python,0.9
C1109,testing,0.9
C1118,google_cloud,0.9
C1118,ai_principles,0.6
C1121,react,0.9
C1121,class_components,0.6
C1123,google_cloud,0.9
C1123,your_costs,0.6
C1123,google_cloud_billing_reports,0.6
C1129,bash_shell_scripting,0.6
C1129,automation,0.6
C1132,google_cloud,0.9
C1132,network_security,0.9
C1133,annual_campaigns,0.6
C1133,a_case,0.6
C1133,support,0.6
C1135,regression,0.9
C1136,research,0.9
C1138,valuation,0.9
C1139,git,0.9
C1142,cryptography,0.9
C1147,integrative_therapies,0.6
C1147,healing_practices,0.6
C1149,research,0.9
C1157,python,0.9
C1159,accounting,0.9
C1160,service,0.6
C1165,sql,0.9
C1165,database_design,0.6
C1165,basic_sql,0.6
C1165,postgresql,0.6
C1167,google_cloud,0.9
C1168,mathematical_modeling,0.9
C1170,accounting,0.9
C1171,statistics,0.9
C1172,optimization,0.9
C1175,leadership,0.9
C1179,program_design,0.6
C1179,evaluation,0.6
C1179,health_systems,0.6
C1186,problem_solving,0.9
C1186,algorithm_design,0.6
C1186,computational_problem,0.6
C1191,docker,0.9
C1192,java,0.9
C1193,java,0.9
C1193,design_patterns,0.9
C1194,storytelling,0.9
C1200,digital_marketing,0.9
C1217,machine_learning,0.9
C1219,machine_learning,0.9
C1219,google_cloud,0.9
C1220,data_analysis,0.9
C1222,research,0.9
C1225,data_models,0.6
C1225,lookml_日本語版,0.6
C1230,seo,0.9
C1231,bootstrap,0.6
C1237,react,0.9
C1237,react_beginner_project,0.6
C1237,a_color_picker_tool,0.6
C1239,leadership,0.9
C1239,connected_leadership,0.6
C1239,collaborative_teams,0.6
C1243,microservices,0.9
C1244,security_architecture,0.9
C1245,tensorflow_hub,0.6
C1248,5_ways,0.6
C1248,a_better_linkedin_profile,0.6
C1250,java,0.9
C1251,machine_learning,0.9
C1251,google_cloud,0.9
C1251,machine_learning_projects,0.6
C1252,java,0.9
C1252,beginner,0.6
C1255,u101,0.6
C1255,college_and_college_life,0.6
C1256,high-performing_teams,0.6
C1260,java,0.9
C1265,angular,0.9
C1265,angular_routing,0.6
C1265,a_cocktails_application,0.6
C1275,azure,0.9
C1275,az-204_developing_solutions,0.6
C1275,microsoft_azure,0.6
C1277,testing,0.9
C1277,angular,0.9
C1281,java,0.9
C1287,java,0.9
C1288,react,0.9
C1288,android_and_ios_apps,0.6
C1292,leadership,0.9
C1292,strategic_gap_analysis,0.6
C1292,miro,0.6
C1293,introduction,0.6
C1293,transfer,0.6
C1293,life_long_learning,0.6
C1302,sql,0.9
C1303,canva,0.6
C1304,python,0.9
C1307,leadership,0.9
C1309,research,0.9
C1313,google_cloud,0.9
C1317,google_cloud,0.9
C1322,python,0.9
C1322,deep_neural_network,0.6
C1322,beginners,0.6
C1326,testing,0.9
C1329,react,0.9
C1330,java,0.9
C1331,optimization,0.9
C1332,instructional_design_foundations,0.6
C1332,applications,0.6
C1333,kubernetes,0.9
C1333,cloud_trace,0.6
C1333,kubernetes_engine,0.6
C1336,research,0.9
C1341,javascript,0.9
C1342,testing,0.9
C1342,unit_testing,0.6
C1342,a_unit_test_suite,0.6
C1343,bigquery,0.6
C1343,notebooks,0.6
C1345,data_visualization,0.9
C1352,agile,0.9
C1356,calculus,0.9
C1358,big_data,0.9
C1363,python,0.9
C1363,regression,0.9
C1365,python,0.9
C1367,3d_modeling,0.9
C1371,multimodal_use_cases,0.6
C1371,gemini,0.6
C1372,google_cloud,0.9
C1374,docker,0.9
C1374,images,0.6
C1376,photography,0.9
C1377,azure,0.9
C1377,sql,0.9
C1378,python,0.9
C1378,tkinter,0.6
C1378,pro_desktop_apps,0.6
C1379,html,0.9
C1379,css,0.9
C1380,smart_frontend_development,0.6
C1380,libraries,0.6
C1387,agile,0.9
C1388,productivity,0.6
C1389,regression,0.9
C1389,r,0.9
C1390,collaboration,0.9
C1392,sql,0.9
C1392,azure,0.9
C1394,user_research,0.9
C1394,research,0.9
C1394,google_forms,0.6
C1394,user_research_data,0.6
C1399,regression,0.9
C1403,scrum,0.9
C1403,kanban_frameworks_roles,0.6
C1403,best_practices,0.6
C1405,javascript,0.9
C1408,responsive_design,0.6
C1408,bootstrap,0.6
C1408,a_blog_homepage,0.6
C1410,aws,0.9
C1413,results,0.6
C1413,different_explores,0.6
C1413,looker,0.6
C1418,javascript,0.9
C1423,sql,0.9
C1423,advanced_sql,0.6
C1424,kubernetes,0.9
C1424,canary_releases,0.6
C1424,tensorflow_model_deployments,0.6
C1425,html,0.9
C1425,css,0.9
C1431,agile,0.9
C1435,react,0.9
C1438,storytelling,0.9
C1438,data,0.6
C1438,tableau,0.6
C1439,sql,0.9
C1439,version_control,0.9
C1441,python,0.9
C1441,timeseries,0.6
C1442,a_token_board,0.6
C1442,microsoft_powerpoint,0.6
C1452,a_free_website,0.6
C1453,a_website,0.6
C1453,a_weekend,0.6
C1457,presentation_skills,0.9
C1459,aws,0.9
C1460,leadership,0.9
C1464,accounting,0.9
C1464,decision_making,0.9
C1465,assessment,0.6
C1467,a_flyer,0.6
C1467,microsoft_word,0.6
C1473,web_development,0.9
C1473,angular,0.9
C1476,google_cloud,0.9
C1477,python,0.9
C1482,data_visualization,0.9
C1487,a_visual_tasks,0.6
C1489,google_cloud,0.9
C1491,machine_learning,0.9
C1492,web_development,0.9
C1494,communication,0.9
C1494,communication_processes,0.6
C1494,gmail,0.6
C1496,aws,0.9
C1498,aws,0.9
C1499,java,0.9
C1499,real-world_java_applications,0.6
C1503,game_design,0.9
C1503,introduction,0.6
C1506,flask,0.9
C1515,a_persistent_disk,0.6
C1518,kubernetes,0.9
C1520,big_data,0.9
C1520,data_analysis,0.9
C1523,statistics,0.9
C1523,research,0.9
C1524,leadership,0.9
C1530,a_sustainable_future,0.6
C1534,communication,0.9
C1536,rust,0.9
C1536,restful_api,0.6
C1536,a_game_map_server,0.6
C1539,java,0.9
C1539,cloud_services,0.6
C1539,the_java_spring_framework,0.6
C1543,devops,0.9
C1544,python,0.9
C1545,linux_servers,0.6
C1545,unit,0.6
C1547,reliable_cloud_infrastructure,0.6
C1547,design,0.6
C1550,master_raw_editing,0.6
C1550,affinity_photo,0.6
C1553,deep_learning,0.9
C1559,data_analysis,0.9
C1559,python,0.9
C1560,google_cloud,0.9
C1561,a_mortgage_calculator,0.6
C1561,excel,0.6
C1563,agile,0.9
C1563,scrum,0.9
C1563,project_management_best_practices,0.6
C1567,digital_marketing,0.9
C1569,pyspark,0.6
C1569,advanced_data_processing,0.6
C1574,interactive_prototypes,0.6
C1574,pidoco,0.6
C1577,agile,0.9
C1578,java,0.9
C1580,a_lesson_plan,0.6
C1580,microsoft_word,0.6
C1587,collaboration,0.9
C1590,kotlin,0.9
C1592,object-oriented_programming,0.9
C1592,java,0.9
C1601,machine_learning,0.9
C1602,the_violin,0.6
C1602,viola,0.6
C1602,a_healthy_foundation,0.6
C1604,rust,0.9
C1606,agile,0.9
C1607,sql,0.9
C1607,retrieve_data,0.6
C1607,single-table_sql,0.6
C1608,relational_database_design,0.6
C1610,java,0.9
C1613,china,0.6
C1614,agile,0.9
C1620,kubernetes,0.9
C1625,nestjs,0.6
C1628,social_media_graphics,0.6
C1628,canva,0.6
C1631,machine_learning,0.9
C1631,python,0.9
C1633,kubernetes,0.9
C1642,resilient_streaming_analytics_systems,0.6
C1645,python,0.9
C1645,data_analysis,0.9
C1650,satisfaction,0.6
C1650,customer_loyalty,0.6
C1651,machine_learning,0.9
C1651,aws,0.9
C1651,no-code_machine_learning,0.6
C1651,amazon_aws,0.6
C1651,sagemaker_canvas,0.6
C1652,计算机辅助翻译原理与实践_principles,0.6
C1652,practice,0.6
C1652,computer-aided_translation,0.6
C1653,object-oriented_programming,0.9
C1666,hardware_protocols,0.6
C1671,sql,0.9
C1672,java,0.9
C1675,python,0.9
C1676,scala,0.9
C1676,functional_program_design,0.6
C1676,scala_2_version,0.6
C1679,azure,0.9
C1681,communication,0.9
C1684,foundations,0.6
C1684,teaching,0.6
C1684,developing_relationships,0.6
C1685,sql,0.9
C1687,fashion,0.6
C1687,design,0.6
C1691,image_captioning_models,0.6
C1692,digital_products,0.6
C1692,visme,0.6
C1693,python,0.9
C1693,social_media_automation,0.6
C1694,mpls_vpns,0.6
C1696,agile,0.9
C1696,software_processes,0.6
C1696,agile_practices,0.6
C1699,google_cloud,0.9
C1701,calculus,0.9
C1702,mysql,0.6
C1702,postgresql,0.6
C1703,cloud_security,0.9
C1706,sql,0.9
C1707,typescript,0.9
C1707,ultimate_typescript_course,0.6
C1707,build,0.6
C1710,scrum,0.9
C1712,testing,0.9
C1716,rest_apis,0.6
C1716,fastapi,0.6
C1727,data_analysis,0.9
C1728,testing,0.9
C1729,web_development,0.9
C1731,git,0.9
C1734,communication,0.9
C1736,gut_check,0.6
C1736,your_microbiome,0.6
C1739,python,0.9
C1741,azure,0.9
C1745,microservices,0.9
C1745,patterns,0.6
C1751,advanced_styling,0.6
C1751,responsive_design,0.6
C1752,prevention,0.6
C1752,education,0.6
C1752,practice,0.6
C1752,non-prescribing_providers,0.6
C1754,prototyping,0.9
C1755,machine_learning,0.9
C1755,classification,0.9
C1755,chatgpt,0.6
C1756,kubernetes,0.9
C1763,testing,0.9
C1772,azure,0.9
C1772,serverless,0.9
C1772,azure_serverless_functions,0.6
C1772,a_weekend,0.6
C1780,azure,0.9
C1780,big_data,0.9
C1784,digital_marketing,0.9
C1784,marketing_analytics,0.9
C1785,data_analysis,0.9
C1799,react,0.9
C1800,javascript,0.9
C1800,javascript_variables,0.6
C1802,critical_thinking,0.9
C1803,date_and_time_functions,0.6
C1808,sql,0.9
C1810,python,0.9
C1811,expressjs_essentials,0.6
C1811,modern_web_apis,0.6
C1814,kubernetes,0.9
C1816,aws,0.9
C1819,node.js,0.9
C1820,physical_models,0.6
C1830,dairy_nutrition,0.6
C1830,health,0.6
C1830,cow_wellness,0.6
C1832,gemini,0.6
C1832,the_openai_library,0.6
C1833,the_internet_-_master,0.6
C1836,project_management,0.6
C1836,the_wbs,0.6
C1838,java,0.9
C1843,a_custom_network,0.6
C1843,firewall_rules,0.6
C1845,game_design,0.9
C1845,development,0.6
C1846,agile,0.9
C1846,scrum,0.9
C1846,agile_scrum_master,0.6
C1848,java,0.9
C1849,project_finance,0.6
C1849,excel,0.6
C1849,financial_models,0.6
C1849,scratch,0.6
C1851,custom_regional_reports,0.6
C1851,google_analytics,0.6
C1855,the_future,0.6
C1855,finance,0.6
C1859,java,0.9
C1860,predictive_modeling,0.9
C1860,machine_learning,0.9
C1860,matlab,0.9
C1860,machine,0.6
C1864,incident_response,0.9
C1865,problem_solving,0.9
C1871,data_visualization,0.9
C1871,communication,0.9
C1876,research,0.9
C1877,azure,0.9
C1880,sql,0.9
C1881,beginners,0.6
C1881,your_first_web_interface,0.6
C1882,azure,0.9
C1882,machine_learning,0.9
C1883,risk_management,0.9
C1888,html,0.9
C1888,css,0.9
C1888,javascript,0.9
C1889,aws,0.9
C1889,policies,0.6
C1889,traffic,0.6
C1892,seo,0.9
