prereq_course_id,course_id,confidence,methods
C0088,C14121,1.0,skill_based
C0088,C14413,1.0,skill_based
C0088,C14471,1.0,skill_based
C0088,C14515,1.0,skill_based
C0088,C1476,1.0,skill_based
C0088,C15583,1.0,skill_based
C0088,C2049,1.0,skill_based
C0088,C2150,1.0,skill_based
C0088,C2267,1.0,skill_based
C0088,C3366,1.0,skill_based
C0088,C3436,1.0,skill_based
C0088,C5708,1.0,skill_based
C0088,C6161,1.0,skill_based
C0088,C7189,1.0,skill_based
C0088,C7463,1.0,skill_based
C0088,C7614,0.75,skill_based
C0089,C10104,0.375,skill_based
C0089,C12969,0.41666666666666663,skill_based
C0089,C13207,0.375,skill_based
C0099,C0308,1.0,skill_based
C0099,C0512,1.0,skill_based
C0099,C12216,0.625,skill_based
C0099,C12338,1.0,skill_based
C0099,C12442,1.0,skill_based
C0099,C1313,1.0,skill_based
C0099,C13327,1.0,skill_based
C0099,C13410,1.0,skill_based
C0099,C14121,1.0,skill_based
C0099,C14413,1.0,skill_based
C0099,C14471,1.0,skill_based
C0099,C14515,1.0,skill_based
C0099,C1476,1.0,skill_based
C0099,C15583,1.0,skill_based
C0099,C2049,1.0,skill_based
C0099,C2150,1.0,skill_based
C0099,C2267,1.0,skill_based
C0099,C3366,1.0,skill_based
C0099,C3436,1.0,skill_based
C0099,C6161,1.0,skill_based
C0099,C7189,1.0,skill_based
C0099,C7463,1.0,skill_based
C0099,C9390,1.0,skill_based
C0101,C7028,0.29166666666666663,skill_based
C0107,C12624,1.0,skill_based
C0107,C12656,1.0,skill_based
C0107,C2151,1.0,skill_based
C0107,C2639,1.0,skill_based
C0107,C4309,0.75,skill_based
C0107,C4538,1.0,skill_based
C0107,C8260,1.0,skill_based
C0110,C0748,0.41666666666666663,skill_based
C0110,C9738,0.375,skill_based
C0113,C10348,0.6666666666666666,skill_based
C0113,C12534,0.6666666666666666,skill_based
C0113,C9137,0.6666666666666666,skill_based
C0113,C9818,0.6666666666666666,skill_based
C0115,C0029,1.0,skill_based
C0115,C0595,0.75,skill_based
C0115,C11158,0.75,skill_based
C0115,C12440,0.75,skill_based
C0115,C12721,1.0,skill_based
C0115,C13409,0.6666666666666666,skill_based
C0115,C13712,0.6666666666666666,skill_based
C0115,C14538,1.0,skill_based
C0115,C2920,1.0,skill_based
C0115,C2957,1.0,skill_based
C0115,C3173,1.0,skill_based
C0115,C5402,0.6666666666666666,skill_based
C0115,C5497,1.0,skill_based
C0115,C7151,0.75,skill_based
C0115,C7952,1.0,skill_based
C0115,C8240,1.0,skill_based
C0115,C9975,1.0,skill_based
C0117,C14758,0.225,skill_based
C0118,C0563,0.75,skill_based
C0118,C0741,0.75,skill_based
C0118,C11035,0.6666666666666666,skill_based
C0118,C11174,1.0,skill_based
C0118,C14070,1.0,skill_based
C0118,C14215,1.0,skill_based
C0118,C14735,1.0,skill_based
C0118,C14870,1.0,skill_based
C0118,C1877,1.0,skill_based
C0118,C2139,1.0,skill_based
C0118,C5051,0.625,skill_based
C0118,C8044,1.0,skill_based
C0118,C8118,1.0,skill_based
C0118,C9039,1.0,skill_based
C0120,C4889,0.29166666666666663,skill_based
C0124,C10550,1.0,skill_based
C0124,C11055,1.0,skill_based
C0124,C1192,1.0,skill_based
C0124,C12341,1.0,skill_based
C0124,C12818,0.6666666666666666,skill_based
C0124,C13688,1.0,skill_based
C0124,C13853,1.0,skill_based
C0124,C13884,1.0,skill_based
C0124,C14314,1.0,skill_based
C0124,C14796,1.0,skill_based
C0124,C1848,1.0,skill_based
C0124,C4407,0.75,skill_based
C0124,C4678,1.0,skill_based
C0124,C6177,1.0,skill_based
C0124,C6613,0.75,skill_based
C0124,C9710,1.0,skill_based
C0124,C9861,1.0,skill_based
C0125,C0308,1.0,skill_based
C0125,C0512,1.0,skill_based
C0125,C1102,1.0,skill_based
C0125,C12338,1.0,skill_based
C0125,C12442,1.0,skill_based
C0125,C1313,1.0,skill_based
C0125,C13327,1.0,skill_based
C0125,C13410,1.0,skill_based
C0125,C14121,1.0,skill_based
C0125,C14413,1.0,skill_based
C0125,C14471,1.0,skill_based
C0125,C1476,1.0,skill_based
C0125,C15583,1.0,skill_based
C0125,C2049,1.0,skill_based
C0125,C2150,1.0,skill_based
C0125,C2267,1.0,skill_based
C0125,C3366,1.0,skill_based
C0125,C3436,1.0,skill_based
C0125,C3560,1.0,skill_based
C0125,C5952,1.0,skill_based
C0125,C6161,1.0,skill_based
C0125,C7189,1.0,skill_based
C0125,C7463,1.0,skill_based
C0125,C9390,1.0,skill_based
C0131,C12981,0.41666666666666663,skill_based
C0131,C13709,0.41666666666666663,skill_based
C0131,C8027,0.41666666666666663,skill_based
C0133,C0291,1.0,skill_based
C0133,C10581,1.0,skill_based
C0133,C11281,0.75,skill_based
C0133,C1136,1.0,skill_based
C0133,C11641,1.0,skill_based
C0133,C12777,0.75,skill_based
C0133,C13532,1.0,skill_based
C0133,C15231,1.0,skill_based
C0133,C15246,1.0,skill_based
C0133,C15602,1.0,skill_based
C0133,C2097,0.625,skill_based
C0133,C2959,0.75,skill_based
C0133,C3993,0.75,skill_based
C0133,C4708,1.0,skill_based
C0133,C5052,0.75,skill_based
C0133,C7264,1.0,skill_based
C0133,C7480,1.0,skill_based
C0133,C8182,0.6666666666666666,skill_based
C0140,C10075,1.0,skill_based
C0140,C11986,1.0,skill_based
C0140,C13858,1.0,skill_based
C0140,C14225,1.0,skill_based
C0140,C14793,1.0,skill_based
C0140,C15275,1.0,skill_based
C0140,C7653,1.0,skill_based
C0141,C0224,1.0,skill_based
C0141,C10504,1.0,skill_based
C0141,C12709,0.625,skill_based
C0141,C13587,1.0,skill_based
C0141,C13869,1.0,skill_based
C0141,C2786,1.0,skill_based
C0141,C3441,1.0,skill_based
C0141,C3845,1.0,skill_based
C0141,C4396,1.0,skill_based
C0141,C5425,1.0,skill_based
C0141,C6236,1.0,skill_based
C0141,C7750,1.0,skill_based
C0141,C9065,0.625,skill_based
C0147,C11739,0.29166666666666663,skill_based
C0147,C6497,0.29166666666666663,skill_based
C0148,C10531,1.0,skill_based
C0148,C11450,1.0,skill_based
C0148,C11749,1.0,skill_based
C0148,C12008,1.0,skill_based
C0148,C13269,1.0,skill_based
C0148,C1734,1.0,skill_based
C0148,C6825,1.0,skill_based
C0148,C7719,1.0,skill_based
C0148,C7864,0.75,skill_based
C0148,C8165,0.75,skill_based
C0148,C8860,1.0,skill_based
C0148,C9735,0.75,skill_based
C0155,C10188,0.75,skill_based
C0155,C11582,1.0,skill_based
C0155,C11650,1.0,skill_based
C0155,C12922,1.0,skill_based
C0155,C13162,1.0,skill_based
C0155,C13174,0.75,skill_based
C0155,C13632,1.0,skill_based
C0155,C13833,1.0,skill_based
C0155,C14293,1.0,skill_based
C0155,C3311,1.0,skill_based
C0155,C3384,0.625,skill_based
C0155,C4269,1.0,skill_based
C0155,C4948,0.75,skill_based
C0155,C8387,1.0,skill_based
C0155,C9958,1.0,skill_based
C0166,C0155,1.0,skill_based
C0166,C10188,0.75,skill_based
C0166,C11650,1.0,skill_based
C0166,C12922,1.0,skill_based
C0166,C13162,1.0,skill_based
C0166,C13174,0.75,skill_based
C0166,C13632,1.0,skill_based
C0166,C13833,1.0,skill_based
C0166,C14293,1.0,skill_based
C0166,C3384,0.625,skill_based
C0166,C3408,0.75,skill_based
C0166,C4948,0.75,skill_based
C0166,C7140,1.0,skill_based
C0166,C8387,1.0,skill_based
C0166,C8678,1.0,skill_based
C0166,C9958,1.0,skill_based
C0171,C12208,0.375,skill_based
C0180,C11198,1.0,skill_based
C0180,C11764,1.0,skill_based
C0180,C12543,0.75,skill_based
C0180,C14311,1.0,skill_based
C0180,C14625,1.0,skill_based
C0180,C14768,1.0,skill_based
C0180,C2653,1.0,skill_based
C0180,C2760,1.0,skill_based
C0180,C3145,1.0,skill_based
C0180,C5052,0.75,skill_based
C0180,C5412,1.0,skill_based
C0180,C6593,0.75,skill_based
C0180,C9781,0.75,skill_based
C0184,C0666,0.75,skill_based
C0184,C13242,1.0,skill_based
C0184,C1460,1.0,skill_based
C0184,C1524,1.0,skill_based
C0184,C15449,1.0,skill_based
C0184,C15738,1.0,skill_based
C0184,C2194,1.0,skill_based
C0184,C5184,1.0,skill_based
C0184,C9010,1.0,skill_based
C0187,C3056,0.8333333333333333,skill_based
C0190,C10000,1.0,skill_based
C0190,C10477,0.75,skill_based
C0190,C10549,1.0,skill_based
C0190,C10930,1.0,skill_based
C0190,C11486,1.0,skill_based
C0190,C12014,0.625,skill_based
C0190,C12247,1.0,skill_based
C0190,C13172,1.0,skill_based
C0190,C13923,0.75,skill_based
C0190,C14477,1.0,skill_based
C0190,C14650,1.0,skill_based
C0190,C15039,1.0,skill_based
C0190,C2166,1.0,skill_based
C0190,C2339,1.0,skill_based
C0190,C2351,1.0,skill_based
C0190,C2421,1.0,skill_based
C0190,C8645,1.0,skill_based
C0190,C9509,0.75,skill_based
C0191,C0070,0.75,skill_based
C0191,C0853,1.0,skill_based
C0191,C10207,0.75,skill_based
C0191,C11026,1.0,skill_based
C0191,C11041,1.0,skill_based
C0191,C11983,0.6666666666666666,skill_based
C0191,C12607,1.0,skill_based
C0191,C12903,1.0,skill_based
C0191,C13279,0.6666666666666666,skill_based
C0191,C13487,0.75,skill_based
C0191,C13799,1.0,skill_based
C0191,C14001,1.0,skill_based
C0191,C15245,1.0,skill_based
C0191,C15309,1.0,skill_based
C0191,C4270,0.6666666666666666,skill_based
C0191,C4321,1.0,skill_based
C0191,C4521,0.6666666666666666,skill_based
C0191,C5128,1.0,skill_based
C0191,C5807,1.0,skill_based
C0191,C5853,0.75,skill_based
C0191,C6000,1.0,skill_based
C0191,C6001,0.75,skill_based
C0191,C8012,0.75,skill_based
C0191,C8277,0.625,skill_based
C0191,C8393,1.0,skill_based
C0191,C9677,1.0,skill_based
C0193,C10815,1.0,skill_based
C0193,C11768,1.0,skill_based
C0193,C13682,0.75,skill_based
C0193,C13698,1.0,skill_based
C0193,C13878,1.0,skill_based
C0193,C1418,1.0,skill_based
C0193,C14637,1.0,skill_based
C0193,C14667,1.0,skill_based
C0193,C14932,0.625,skill_based
C0193,C2233,1.0,skill_based
C0193,C5670,0.6666666666666666,skill_based
C0193,C6938,1.0,skill_based
C0193,C9515,0.625,skill_based
C0199,C10550,1.0,skill_based
C0199,C11055,1.0,skill_based
C0199,C1192,1.0,skill_based
C0199,C12341,1.0,skill_based
C0199,C12818,0.6666666666666666,skill_based
C0199,C13688,1.0,skill_based
C0199,C13853,1.0,skill_based
C0199,C13884,1.0,skill_based
C0199,C14314,1.0,skill_based
C0199,C14796,1.0,skill_based
C0199,C1848,1.0,skill_based
C0199,C4407,0.75,skill_based
C0199,C4678,1.0,skill_based
C0199,C6177,1.0,skill_based
C0199,C6620,1.0,skill_based
C0199,C9861,1.0,skill_based
C0203,C0467,1.0,skill_based
C0203,C14295,0.75,skill_based
C0203,C14569,1.0,skill_based
C0203,C8078,1.0,skill_based
C0210,C12706,0.675,skill_based
C0210,C7871,1.0,skill_based
C0212,C12209,0.5,skill_based
C0212,C1303,0.5,skill_based
C0212,C1692,0.41666666666666663,skill_based
C0213,C12976,0.41666666666666663,skill_based
C0219,C10213,0.41666666666666663,skill_based
C0223,C14689,1.0,skill_based
C0224,C10504,1.0,skill_based
C0224,C12709,0.625,skill_based
C0224,C13587,1.0,skill_based
C0224,C13869,1.0,skill_based
C0224,C2786,1.0,skill_based
C0224,C3181,0.6666666666666666,skill_based
C0224,C3441,1.0,skill_based
C0224,C3845,1.0,skill_based
C0224,C4396,1.0,skill_based
C0224,C5425,1.0,skill_based
C0224,C6236,1.0,skill_based
C0224,C7750,1.0,skill_based
C0224,C9065,0.625,skill_based
C0224,C9840,0.6666666666666666,skill_based
C0226,C0563,0.75,skill_based
C0226,C0580,0.75,skill_based
C0226,C10753,0.75,skill_based
C0226,C11027,1.0,skill_based
C0226,C11508,1.0,skill_based
C0226,C11533,1.0,skill_based
C0226,C12006,1.0,skill_based
C0226,C12964,1.0,skill_based
C0226,C13204,1.0,skill_based
C0226,C13404,1.0,skill_based
C0226,C14612,1.0,skill_based
C0226,C1543,1.0,skill_based
C0226,C2053,1.0,skill_based
C0226,C7476,1.0,skill_based
C0231,C11273,1.0,skill_based
C0231,C12307,1.0,skill_based
C0231,C13485,1.0,skill_based
C0231,C13724,0.75,skill_based
C0231,C14343,1.0,skill_based
C0231,C15423,1.0,skill_based
C0231,C1607,0.6666666666666666,skill_based
C0231,C2187,1.0,skill_based
C0231,C2593,1.0,skill_based
C0231,C5359,1.0,skill_based
C0231,C6119,1.0,skill_based
C0231,C6849,0.6666666666666666,skill_based
C0231,C7133,1.0,skill_based
C0231,C8085,1.0,skill_based
C0237,C10360,1.0,skill_based
C0237,C11794,1.0,skill_based
C0237,C1244,1.0,skill_based
C0237,C14146,1.0,skill_based
C0237,C6056,1.0,skill_based
C0238,C8558,0.29166666666666663,skill_based
C0239,C12071,0.6666666666666666,skill_based
C0239,C12233,1.0,skill_based
C0239,C1710,1.0,skill_based
C0239,C2527,0.75,skill_based
C0239,C3069,0.75,skill_based
C0239,C5388,1.0,skill_based
C0239,C7081,0.75,skill_based
C0239,C7356,0.6666666666666666,skill_based
C0239,C8316,0.75,skill_based
C0239,C8358,0.75,skill_based
C0239,C8561,1.0,skill_based
C0239,C9248,0.6666666666666666,skill_based
C0240,C4771,1.0,skill_based
C0245,C11298,1.0,skill_based
C0245,C12186,1.0,skill_based
C0245,C1220,1.0,skill_based
C0245,C12915,0.75,skill_based
C0245,C15377,1.0,skill_based
C0245,C15563,1.0,skill_based
C0245,C2208,1.0,skill_based
C0245,C3254,1.0,skill_based
C0245,C3707,1.0,skill_based
C0245,C5675,0.6666666666666666,skill_based
C0245,C7066,0.75,skill_based
C0245,C9828,1.0,skill_based
C0250,C0001,0.6666666666666666,skill_based
C0250,C0454,1.0,skill_based
C0250,C14530,0.75,skill_based
C0250,C1927,1.0,skill_based
C0250,C4218,1.0,skill_based
C0250,C4948,0.75,skill_based
C0250,C7165,1.0,skill_based
C0250,C7817,0.6666666666666666,skill_based
C0250,C7875,1.0,skill_based
C0250,C9158,0.75,skill_based
C0250,C9509,0.75,skill_based
C0250,C9545,1.0,skill_based
C0254,C0945,1.0,skill_based
C0254,C12828,1.0,skill_based
C0254,C13386,1.0,skill_based
C0254,C14687,1.0,skill_based
C0254,C15274,1.0,skill_based
C0254,C5509,1.0,skill_based
C0254,C6795,1.0,skill_based
C0254,C7534,1.0,skill_based
C0254,C7771,1.0,skill_based
C0254,C8555,1.0,skill_based
C0259,C10234,1.0,skill_based
C0259,C10457,1.0,skill_based
C0259,C12373,1.0,skill_based
C0259,C12383,1.0,skill_based
C0259,C13092,1.0,skill_based
C0259,C14165,1.0,skill_based
C0259,C14480,1.0,skill_based
C0259,C5009,0.75,skill_based
C0259,C5858,0.75,skill_based
C0261,C0600,0.41666666666666663,skill_based
C0261,C1035,0.41666666666666663,skill_based
C0261,C11219,0.375,skill_based
C0261,C1332,0.41666666666666663,skill_based
C0261,C6473,0.35,skill_based
C0261,C8736,0.41666666666666663,skill_based
C0261,C8818,0.41666666666666663,skill_based
C0267,C11893,0.75,skill_based
C0268,C0308,1.0,skill_based
C0268,C0512,1.0,skill_based
C0268,C1102,1.0,skill_based
C0268,C12338,1.0,skill_based
C0268,C12442,1.0,skill_based
C0268,C13039,1.0,skill_based
C0268,C1313,1.0,skill_based
C0268,C13327,1.0,skill_based
C0268,C13410,1.0,skill_based
C0268,C14121,1.0,skill_based
C0268,C14413,1.0,skill_based
C0268,C14471,1.0,skill_based
C0268,C1476,1.0,skill_based
C0268,C15583,1.0,skill_based
C0268,C2049,1.0,skill_based
C0268,C2150,1.0,skill_based
C0268,C2267,1.0,skill_based
C0268,C3366,1.0,skill_based
C0268,C3436,1.0,skill_based
C0268,C3560,1.0,skill_based
C0268,C5952,1.0,skill_based
C0268,C6161,1.0,skill_based
C0268,C9390,1.0,skill_based
C0268,C9550,0.75,skill_based
C0270,C0907,1.0,skill_based
C0270,C11711,1.0,skill_based
C0270,C12950,1.0,skill_based
C0270,C13328,1.0,skill_based
C0270,C15174,1.0,skill_based
C0270,C7041,0.75,skill_based
C0270,C9299,1.0,skill_based
C0270,C9310,1.0,skill_based
C0270,C9932,1.0,skill_based
C0271,C0666,0.75,skill_based
C0271,C13242,1.0,skill_based
C0271,C1524,1.0,skill_based
C0271,C15449,1.0,skill_based
C0271,C15738,1.0,skill_based
C0271,C2194,1.0,skill_based
C0271,C5184,1.0,skill_based
C0271,C9010,1.0,skill_based
C0272,C10207,0.75,skill_based
C0272,C10772,0.75,skill_based
C0272,C11983,0.6666666666666666,skill_based
C0272,C12607,1.0,skill_based
C0272,C12903,1.0,skill_based
C0272,C13279,0.6666666666666666,skill_based
C0272,C13487,0.75,skill_based
C0272,C13785,1.0,skill_based
C0272,C13799,1.0,skill_based
C0272,C14001,1.0,skill_based
C0272,C15245,1.0,skill_based
C0272,C15309,1.0,skill_based
C0272,C4270,0.6666666666666666,skill_based
C0272,C4321,1.0,skill_based
C0272,C5128,1.0,skill_based
C0272,C5690,0.75,skill_based
C0272,C5807,1.0,skill_based
C0272,C5853,0.75,skill_based
C0272,C6000,1.0,skill_based
C0272,C6001,0.75,skill_based
C0272,C8012,0.75,skill_based
C0272,C8277,0.625,skill_based
C0272,C8393,1.0,skill_based
C0272,C9677,1.0,skill_based
C0273,C0263,0.75,skill_based
C0273,C1041,1.0,skill_based
C0273,C5212,1.0,skill_based
C0273,C6856,1.0,skill_based
C0273,C9208,1.0,skill_based
C0275,C10032,1.0,skill_based
C0275,C11002,1.0,skill_based
C0275,C11984,1.0,skill_based
C0275,C6776,1.0,skill_based
C0275,C8734,1.0,skill_based
C0281,C0561,0.41666666666666663,skill_based
C0281,C10495,0.41666666666666663,skill_based
C0281,C7462,0.41666666666666663,skill_based
C0281,C8772,0.41666666666666663,skill_based
C0282,C0398,1.0,skill_based
C0282,C12047,1.0,skill_based
C0282,C1230,1.0,skill_based
C0282,C12606,1.0,skill_based
C0282,C14943,1.0,skill_based
C0282,C15350,1.0,skill_based
C0282,C1892,1.0,skill_based
C0282,C2923,0.625,skill_based
C0286,C12558,1.0,skill_based
C0286,C1376,1.0,skill_based
C0286,C14901,1.0,skill_based
C0286,C2034,1.0,skill_based
C0286,C2727,1.0,skill_based
C0286,C4969,1.0,skill_based
C0286,C9636,1.0,skill_based
C0290,C0308,1.0,skill_based
C0290,C1102,1.0,skill_based
C0290,C12338,1.0,skill_based
C0290,C12442,1.0,skill_based
C0290,C13039,1.0,skill_based
C0290,C13327,1.0,skill_based
C0290,C13410,1.0,skill_based
C0290,C14121,1.0,skill_based
C0290,C14413,1.0,skill_based
C0290,C14471,1.0,skill_based
C0290,C1476,1.0,skill_based
C0290,C15583,1.0,skill_based
C0290,C2049,1.0,skill_based
C0290,C2150,1.0,skill_based
C0290,C2267,1.0,skill_based
C0290,C3366,1.0,skill_based
C0290,C3560,1.0,skill_based
C0290,C5952,1.0,skill_based
C0290,C6161,1.0,skill_based
C0290,C9390,1.0,skill_based
C0290,C9550,0.75,skill_based
C0291,C0133,1.0,skill_based
C0291,C11281,0.75,skill_based
C0291,C1136,1.0,skill_based
C0291,C11641,1.0,skill_based
C0291,C12777,0.75,skill_based
C0291,C13532,1.0,skill_based
C0291,C14344,1.0,skill_based
C0291,C15231,1.0,skill_based
C0291,C15602,1.0,skill_based
C0291,C2097,0.625,skill_based
C0291,C3993,0.75,skill_based
C0291,C7264,1.0,skill_based
C0291,C7480,1.0,skill_based
C0291,C7864,0.75,skill_based
C0301,C0133,1.0,skill_based
C0301,C0291,1.0,skill_based
C0301,C10581,1.0,skill_based
C0301,C11281,0.75,skill_based
C0301,C1136,1.0,skill_based
C0301,C1149,1.0,skill_based
C0301,C11641,1.0,skill_based
C0301,C13532,1.0,skill_based
C0301,C14344,1.0,skill_based
C0301,C15170,0.625,skill_based
C0301,C15602,1.0,skill_based
C0301,C2097,0.625,skill_based
C0301,C3993,0.75,skill_based
C0301,C7264,1.0,skill_based
C0301,C7480,1.0,skill_based
C0301,C7864,0.75,skill_based
C0301,C8182,0.6666666666666666,skill_based
C0305,C0797,1.0,skill_based
C0305,C10556,0.625,skill_based
C0305,C12607,1.0,skill_based
C0305,C12903,1.0,skill_based
C0305,C13487,0.75,skill_based
C0305,C13785,1.0,skill_based
C0305,C13799,1.0,skill_based
C0305,C14001,1.0,skill_based
C0305,C15245,1.0,skill_based
C0305,C15309,1.0,skill_based
C0305,C4270,0.6666666666666666,skill_based
C0305,C4321,1.0,skill_based
C0305,C5128,1.0,skill_based
C0305,C5690,0.75,skill_based
C0305,C5853,0.75,skill_based
C0305,C6000,1.0,skill_based
