learner_id,session_id,timestamp,content_type,time_spent,engagement_score,quiz_score,completion_rate,attempts_per_quiz,learning_outcome,course_id
L104,S2600,2025-12-29 01:55:47.430460,reading,12.167623824478474,0.8217144747586653,19.71829819680663,0.7292830114326975,4,excellent,3
L104,S8633,2025-12-30 08:55:47.430460,video,25.124461423979415,0.614696751077191,21.83031118115123,0.7164079523728802,3,good,1
L104,S2308,2025-12-31 14:55:47.430460,quiz,30.056173009455986,0.9454869423453519,56.94972585185759,0.9497173125105723,2,poor,2
L105,S90,2025-12-23 20:55:47.263005,video,18.790186330887877,0.5087579954310311,23.585759914368708,0.903216196455615,2,average,1
L105,S7657,2025-12-24 16:55:47.263005,quiz,30.685982658695792,0.8428258746325996,22.627733414380703,0.7395420489690038,3,excellent,2
L105,S2537,2025-12-25 10:55:47.263005,video,47.93846172943958,0.9550980620723482,38.28333947684352,0.8891905884949242,3,average,1
L106,S4,2025-12-02 20:55:47.262245,video,31.45983716131723,0.9179990318906047,75.31873359134028,0.7253177141633627,1,average,1
L106,S6131,2025-12-02 23:55:47.262245,video,46.917129124767854,0.9680882820832526,94.07508592344611,0.7524343854624801,1,average,1
L106,S8339,2025-12-04 00:55:47.262245,reading,40.875461205014545,0.7025985712876648,59.604359547764716,0.7322351657886724,1,average,3
L106,S4720,2025-12-04 06:55:47.262245,video,31.07419452593217,0.937842563793053,27.143086427605322,0.701110722049725,2,average,1
L106,S6016,2025-12-04 17:55:47.262245,quiz,44.56634855661512,0.5140607531389618,37.53213457730138,0.8880260045626993,1,poor,2
L107,S221,2025-11-29 20:55:47.264193,reading,19.24404583809975,0.6284419238228574,55.25136147827252,0.7563528557613322,3,average,3
L107,S7713,2025-11-30 12:55:47.264193,video,49.302282531773436,0.5383978421433671,41.37060319100304,0.9036662011566354,4,poor,1
L107,S5615,2025-11-30 20:55:47.264193,quiz,48.73106553896986,0.5678729265499505,97.74381842040123,0.989305970210796,4,poor,2
L107,S5674,2025-12-02 02:55:47.264193,video,49.877568417836365,0.6891578035826298,8.839696714675839,0.8026676574336713,2,good,1
L108,S2164,2025-12-29 03:55:47.437700,reading,50.14669550947208,0.6407386512254597,7.006869572118946,0.7169876672132673,4,good,3
L108,S8329,2025-12-29 11:55:47.437700,quiz,8.88831345014014,0.6807700938814782,53.479946628119244,0.9988673479133916,2,poor,2
L108,S6073,2025-12-29 22:55:47.437700,quiz,31.57240550610247,0.5315915484301132,61.114152321124614,0.9951205101027274,3,poor,2
L109,S6317,2025-12-29 07:55:47.438190,quiz,54.006192563196635,0.906804406683678,71.49528235517771,0.7746391191259443,2,average,2
L109,S9733,2025-12-29 20:55:47.438190,quiz,13.938108591360097,0.9798728607309846,85.15814000172374,0.9591368868895009,1,good,2
L109,S3705,2025-12-30 14:55:47.438190,quiz,40.40458934787202,0.6385721759366799,44.967697718372,0.803579365617116,1,excellent,2
L11,S5482,2025-12-29 08:55:47.306336,video,45.120507340741504,0.7866115972247958,33.76493019992346,0.996556494398634,3,poor,1
L11,S3547,2025-12-30 11:55:47.306336,video,13.362671208347049,0.7291617972937877,35.121938734878086,0.7281329578771049,2,excellent,1
L11,S5820,2025-12-30 12:55:47.306336,reading,37.391319122006024,0.8758380860114596,62.34778305192964,0.8800844381584111,1,excellent,3
L110,S7870,2025-12-29 04:55:47.438651,quiz,28.941099830319875,0.7625769470558141,19.962880765991752,0.9251632491261212,4,poor,2
L110,S8968,2025-12-30 10:55:47.438651,video,45.272056347172224,0.6165094821984174,81.31420044817254,0.8765293721360357,4,excellent,1
L110,S6984,2025-12-30 16:55:47.438651,quiz,16.234105736501803,0.813401315032422,35.87425105428886,0.9986935530023048,2,excellent,2
L110,S7875,2025-12-31 11:55:47.438651,video,36.80201096728092,0.7988162199344502,73.89304553494722,0.7087509676872229,3,good,1
L111,S391,2025-12-10 20:55:47.265289,quiz,30.415350992111335,0.8094740965038607,52.523975752016014,0.7491643071341446,2,average,2
L111,S356,2025-12-20 20:55:47.265072,quiz,51.197094056985954,0.8771267721719316,62.82381104632814,0.8989022038425327,4,average,2
L111,S1752,2025-12-21 02:55:47.265072,quiz,55.42158017153107,0.9004090499298751,45.113006979784146,0.9156097797918388,3,poor,2
L111,S2095,2025-12-21 16:55:47.265072,video,30.516494490019,0.6229092935112873,91.48421498516547,0.800622044048904,2,average,1
L112,S277,2025-12-08 20:55:47.264612,reading,8.383436443157928,0.9870823143140077,37.90271262190974,0.7835318224751303,3,average,3
L112,S271,2025-12-12 20:55:47.264567,reading,7.68309699202452,0.5006183398797047,12.982644895171758,0.9532746107217456,2,poor,3
L112,S262,2025-12-16 20:55:47.264518,quiz,51.870644334085426,0.7902375033583373,31.966683244054472,0.9828951450448127,4,poor,2
L112,S5898,2025-12-17 14:55:47.264518,reading,9.631715614740408,0.9922879481880565,66.6407304694919,0.7856212205390267,1,good,3
L112,S4981,2025-12-17 18:55:47.264518,reading,12.115933933168549,0.6879106095039704,9.914611227762393,0.8868862132550145,1,average,3
L112,S383,2025-12-17 20:55:47.265253,reading,29.953149903290548,0.9819111377411756,26.777667548833417,0.8859203714299267,1,excellent,3
L112,S2524,2025-12-18 18:55:47.264518,reading,7.794142432891824,0.7341502957281926,85.31281719102365,0.9800741368020068,2,average,3
L112,S3370,2025-12-19 20:55:47.264518,reading,21.854328510263365,0.9811064550579723,96.44882250238543,0.7868309104090065,4,poor,3
L112,S273,2025-12-23 20:55:47.264583,quiz,57.91670849256274,0.990618187172152,9.30304864600272,0.7417347546673262,4,average,2
L113,S495,2025-12-18 20:55:47.265874,video,38.34037924586443,0.7720082895913758,63.78770926636339,0.7082557555421245,2,excellent,1
L113,S1028,2025-12-19 02:55:47.265874,quiz,7.28579165497422,0.6033988380220721,92.5064556447055,0.8098339353786254,1,excellent,2
L113,S4675,2025-12-19 14:55:47.265874,video,33.00368810594314,0.5123349772702436,40.68984313906279,0.7662097224356005,2,excellent,1
L114,S2460,2025-12-29 02:55:47.445588,quiz,21.990474756407135,0.684362577735423,76.97314182968802,0.9432805578017831,1,good,2
L114,S2779,2025-12-29 08:55:47.445588,reading,48.52208928719668,0.6004556698427612,80.51192087546649,0.955039820405511,1,poor,3
L114,S8529,2025-12-29 14:55:47.445588,reading,47.450981937656046,0.7419386322821295,89.7532326522084,0.9723283730950536,4,average,3
L114,S4735,2025-12-29 19:55:47.445588,quiz,42.41378785817057,0.9127199478743144,14.660830036000316,0.7478999048101452,2,excellent,2
L115,S381,2025-12-06 20:55:47.265244,reading,10.014046972340543,0.5884435725719273,28.529033835731642,0.7614943628580448,2,good,3
L115,S238,2025-12-23 20:55:47.264347,quiz,57.64986446408291,0.6324477236183668,31.234910188551357,0.7475872433579134,1,good,2
L115,S6188,2025-12-23 23:55:47.264347,reading,13.245008928592682,0.7687905690257572,57.579247112230966,0.893545024990271,1,good,3
L115,S7363,2025-12-24 18:55:47.264347,reading,19.17781685121952,0.8506817801552207,1.4372951777777643,0.7148537889106881,1,poor,3
L115,S3975,2025-12-24 20:55:47.264347,video,13.215989992453764,0.824128477038911,17.238636210516624,0.9617183690064445,4,excellent,1
L115,S3739,2025-12-25 11:55:47.264347,video,30.275963762803705,0.7494839721103965,7.221318533518795,0.9053306083207923,2,poor,1
L115,S475,2025-12-26 20:55:47.265785,video,32.13022657310898,0.8082498634475417,66.52921019780553,0.9970259128202446,1,excellent,1
L116,S3418,2025-12-28 23:55:47.448678,quiz,9.009414852941024,0.8134164522075336,25.31989070128102,0.9411080355631907,3,excellent,2
L116,S3868,2025-12-30 12:55:47.448678,reading,16.35939221846035,0.8675130745525494,86.64510632490415,0.8562646535342533,4,excellent,3
L117,S9044,2025-12-29 06:55:47.449068,reading,57.97017719937914,0.9587724472981725,76.45682637594304,0.7237228062929943,4,poor,3
L117,S6095,2025-12-30 08:55:47.449068,reading,10.564109078720676,0.8115689268739127,35.60672991191448,0.9366741888897601,4,poor,3
L117,S8492,2025-12-31 14:55:47.449068,video,46.97325317600587,0.901124589617557,38.510612298992044,0.8253651989852828,1,excellent,1
L118,S7617,2025-12-29 14:55:47.449575,video,46.73774739298723,0.5528982601363994,50.613985269464436,0.9443875168077751,1,good,1
L118,S8799,2025-12-29 16:55:47.449575,quiz,23.372505163097777,0.5534104964819953,23.884516040360694,0.9847843515267951,3,excellent,2
L118,S7944,2025-12-29 17:55:47.449575,quiz,37.3346278692148,0.96727012281093,72.60613260624744,0.9753317957483318,2,good,2
L118,S3233,2025-12-30 00:55:47.449575,video,26.680477202994936,0.9241015642764477,49.2982710458089,0.8415707531693569,3,average,1
L119,S378,2025-12-13 20:55:47.265230,reading,34.8778043184477,0.6771181202223873,62.61761715931382,0.8933773524227031,3,poor,3
L119,S9106,2025-12-14 04:55:47.265230,video,15.143935482134571,0.7487582134372168,27.59488281571876,0.919303104741845,1,excellent,1
L119,S9636,2025-12-14 13:55:47.265230,reading,22.772986950367947,0.7720543119697343,55.17123720199669,0.8069676763530665,1,poor,3
L119,S5532,2025-12-14 14:55:47.265230,reading,31.91035935783817,0.6430449610156304,72.27686760107956,0.983592112075491,1,average,3
L12,S206,2025-12-26 20:55:47.264057,quiz,45.27494939515548,0.8357123347653073,49.72559303146882,0.7633337413498408,4,excellent,2
L12,S6850,2025-12-27 09:55:47.264057,reading,21.030350242158665,0.6037704681028517,23.81466536656963,0.9725303655638126,3,poor,3
L12,S9347,2025-12-28 04:55:47.264057,reading,31.799594475502794,0.7149926070605299,59.69106905466561,0.9998673109751316,4,average,3
L12,S2756,2025-12-28 14:55:47.264057,quiz,31.16282999060273,0.8371998259069908,76.28933355543641,0.7136357501307388,1,excellent,2
L120,S237,2025-12-05 20:55:47.264326,quiz,7.02025655846375,0.8863113637246913,27.644169058339607,0.8204336892739581,2,excellent,2
L120,S9428,2025-12-06 10:55:47.264326,quiz,53.09189174395819,0.6762646206502587,72.26835744744866,0.7957675893358565,3,poor,2
L120,S3665,2025-12-07 06:55:47.264326,quiz,32.11665688373412,0.5409692195190731,19.598018470176193,0.9831299146636043,2,good,2
L120,S3072,2025-12-08 08:55:47.264326,quiz,11.99736878153559,0.9573472801685285,49.3543659589453,0.8360718428845524,4,excellent,2
L120,S6993,2025-12-09 12:55:47.264326,reading,16.114451484758643,0.5550368800905285,38.33878636319985,0.9511485892585076,1,excellent,3
L121,S9,2025-12-17 20:55:47.262282,quiz,9.152685009213908,0.816270266613153,68.52980161158733,0.8399823354091647,3,poor,2
L121,S4435,2025-12-18 00:55:47.262282,reading,40.10925358219019,0.8496923704936836,11.201171306820568,0.9548393289785666,3,good,3
L121,S3971,2025-12-18 02:55:47.262282,reading,45.72080633175609,0.5590030133096875,75.65391672262407,0.7285746801918608,2,average,3
L121,S2737,2025-12-18 08:55:47.262282,video,57.040279169519366,0.7898857208812398,54.02172667786186,0.7150968798803992,2,excellent,1
L121,S6085,2025-12-18 19:55:47.262282,reading,13.319535645447175,0.6423373694232318,37.597122192913915,0.9268930290940882,2,good,3
L122,S301,2025-12-16 20:55:47.264731,reading,5.282984391509312,0.9366683308619239,43.550545439815934,0.9191489082876371,1,good,3
L122,S1294,2025-12-17 17:55:47.264731,quiz,44.783166719667975,0.5680281172158215,83.60789007952809,0.7464358104538336,4,excellent,2
L122,S2174,2025-12-17 22:55:47.264731,video,19.006507123947905,0.7444754632192261,40.74078813546854,0.995970847233798,1,poor,1
L122,S4083,2025-12-19 00:55:47.264731,quiz,22.534952758015258,0.7967482079109257,21.011777594021453,0.7348995181399783,4,average,2
L122,S8111,2025-12-19 05:55:47.264731,video,7.9980102577545775,0.9182198686880616,51.19386306819278,0.8581022873744601,3,excellent,1
L123,S316,2025-12-01 20:55:47.264820,video,50.0273681274913,0.909367502037135,7.267087161001628,0.7129020855600818,1,poor,1
L123,S6072,2025-12-02 10:55:47.264820,quiz,21.34677626148028,0.5678133080036567,14.562864670542341,0.9092294851711578,4,average,2
L123,S2313,2025-12-02 12:55:47.264820,reading,5.120127857148683,0.8193363180602027,14.124369802655734,0.9761884410132328,4,poor,3
L123,S2386,2025-12-02 20:55:47.264820,reading,27.13894955195781,0.9600200262729518,65.02550710936616,0.7271256933374982,1,average,3
L124,S5381,2025-12-29 12:55:47.464184,reading,36.11581143389958,0.5076552933134527,78.057272582094,0.8084821955276168,4,excellent,3
L124,S8373,2025-12-29 14:55:47.464184,quiz,53.88138660626498,0.8462570063805965,24.35283388995363,0.9794977749277057,1,poor,2
L124,S7054,2025-12-29 17:55:47.464184,reading,39.55136284011742,0.5606859622743099,98.59341686249178,0.9342046224063587,4,poor,3
L124,S2030,2025-12-29 20:55:47.464184,video,35.475460421770435,0.5872492431989775,37.87033555811593,0.9529434595089237,4,excellent,1
L125,S288,2025-12-18 20:55:47.264673,reading,18.490704274043402,0.7534192159102413,25.43219811783167,0.9597460495667065,3,poor,3
L125,S6193,2025-12-19 08:55:47.264673,reading,7.047193751313104,0.9588003481309502,67.31113481245286,0.9972246428179656,4,average,3
L125,S1209,2025-12-19 14:55:47.264673,video,48.858130466791536,0.8600556667574728,8.613577154903629,0.8391429474023129,3,good,1
L125,S1834,2025-12-19 19:55:47.264673,reading,41.620695520852436,0.6077564287738844,22.107155281399184,0.9187632845502559,1,excellent,3
L125,S6917,2025-12-22 12:55:47.264673,reading,15.48168255844566,0.7310196714197779,90.30278734928116,0.7152560270907463,2,good,3
L126,S1378,2025-12-28 22:55:47.467056,video,41.543308262597286,0.7263771688543701,83.55402245437075,0.988483827529985,4,poor,1
L126,S9701,2025-12-29 20:55:47.467056,video,10.637298105406703,0.7677324748284771,8.514363655608214,0.7908835503670252,3,good,1
L126,S2777,2025-12-30 00:55:47.467056,reading,22.58464671369198,0.9340490799335315,88.12506816818897,0.8050559572995883,3,average,3
L126,S2888,2025-12-30 02:55:47.467056,quiz,15.72185229335879,0.9134339235866811,56.26554229027424,0.9286562533582247,3,excellent,2
L127,S337,2025-11-30 20:55:47.264985,quiz,42.18287414527149,0.7530537774233754,22.673038292351066,0.9286927096065816,2,good,2
L127,S419,2025-12-02 20:55:47.265462,video,6.0102200317297,0.6396838569673582,40.69719096342639,0.8444000129606994,2,poor,1
L127,S227,2025-12-04 20:55:47.264238,reading,59.40517003973474,0.8379206225436879,37.19326679168648,0.8911272511242715,4,poor,3
L127,S2242,2025-12-05 12:55:47.264238,quiz,33.92706172958027,0.9043997222505753,36.176831192256586,0.857276416161321,4,average,2
L127,S2325,2025-12-05 18:55:47.264238,reading,43.675988162651784,0.5108500476377709,63.11880780600711,0.7490849466227665,4,average,3
L127,S2824,2025-12-06 23:55:47.264238,video,35.90714604962816,0.6572820754636826,8.437089643850504,0.9055018259989536,3,poor,1
L127,S484,2025-12-11 20:55:47.265825,video,27.874905138081743,0.5818419007326507,74.98507644364662,0.8333096047724543,1,average,1
L128,S341,2025-12-06 20:55:47.265003,video,26.0986743223092,0.5610175260621975,80.23543291592642,0.7394554800749134,2,average,1
L128,S134,2025-12-16 20:55:47.263398,quiz,10.670156030755969,0.7935308538505754,39.88360297037295,0.881726590941717,4,average,2
L128,S1064,2025-12-17 16:55:47.263398,video,28.446374457188426,0.7211677290251077,66.8670884897893,0.794624917377605,3,excellent,1
L128,S9073,2025-12-18 06:55:47.263398,video,58.84057558659449,0.6931840685684034,26.725868514706175,0.8264533547530871,2,good,1
L129,S289,2025-12-02 20:55:47.264678,video,13.653736283638928,0.5796520103094902,81.92551048714611,0.8427903193034967,3,poor,1
L129,S279,2025-12-07 20:55:47.264632,video,33.38434612439892,0.8685901125036215,33.684050186110326,0.9028324694243233,4,average,1
L129,S5151,2025-12-08 18:55:47.264632,video,20.745392416156747,0.6237314906165732,64.52376445533316,0.8952915235655633,3,good,1
L129,S4718,2025-12-09 16:55:47.264632,video,58.90030047582493,0.798129287616351,70.97370848010203,0.7022073488876244,4,good,1
L13,S66,2025-12-23 20:55:47.262727,video,33.185171073505686,0.842983867991492,40.2327124686556,0.9506440709146983,4,good,1
L13,S7771,2025-12-24 11:55:47.262727,video,30.758160226359742,0.8867763709324437,12.340081520559643,0.8878967054968585,2,poor,1
L13,S2806,2025-12-25 08:55:47.262727,video,47.53595762802373,0.9574829325389843,18.91391000229846,0.9767102454010308,4,poor,1
L13,S2848,2025-12-25 12:55:47.262727,video,51.154921723916424,0.5803397923559226,2.49716621170496,0.8347116303790377,1,excellent,1
L13,S4303,2025-12-25 12:55:47.262727,quiz,8.05387680450328,0.78423244925397,65.15156833288924,0.7632344348064064,2,poor,2
L130,S174,2025-11-30 20:55:47.263770,reading,31.458403611424753,0.9883626193312894,94.7035987738723,0.7132485808533493,3,excellent,3
L130,S19,2025-12-03 20:55:47.262357,quiz,35.34474273926369,0.8313106395041602,10.593071255849296,0.7678837324642696,4,poor,2
L130,S5662,2025-12-04 03:55:47.262357,quiz,29.57310220795163,0.7237501239052142,95.50229196116685,0.9758904724084223,1,good,2
L130,S6494,2025-12-04 04:55:47.262357,video,30.614906771712366,0.620122509232152,46.98043214486815,0.8366396716019084,4,excellent,1
L130,S4994,2025-12-05 17:55:47.262357,reading,32.69324312138981,0.5300542780391979,91.59349625111537,0.8846354261153218,3,excellent,3
L130,S8903,2025-12-06 12:55:47.262357,quiz,16.51416196612543,0.5197087925601815,74.13087083507622,0.948283078404746,4,average,2
L130,S55,2025-12-13 20:55:47.262645,quiz,24.951684206627,0.6155654562138233,64.33651799117843,0.859573811957279,3,excellent,2
L130,S374,2025-12-16 20:55:47.265162,quiz,52.7467547419792,0.8621587348383306,87.72617628261796,0.9970626680762864,1,poor,2
L131,S1667,2025-12-29 07:55:47.476852,video,40.50777300123948,0.9460294301048471,73.28774528838984,0.8525066462693777,2,poor,1
L131,S9047,2025-12-30 14:55:47.476852,quiz,51.69740675482282,0.7218228743992862,91.87473048042514,0.8321122669075631,4,good,2
L131,S4620,2025-12-30 18:55:47.476852,quiz,28.473470470665564,0.8243675694378672,72.7268470452434,0.8901262261571009,1,average,2
L131,S9445,2025-12-31 20:55:47.476852,video,41.318470678277016,0.7613547270338006,2.3591967780795864,0.824119869274099,1,poor,1
L132,S4883,2025-12-29 08:55:47.477534,reading,26.78299625895067,0.5995784487985335,42.47941813314118,0.8156657504475008,1,good,3
L132,S2341,2025-12-29 11:55:47.477534,quiz,26.298532651191124,0.8922028328042,49.28962855846027,0.7542623573276008,3,good,2
L132,S9593,2025-12-30 02:55:47.477534,quiz,59.36038116968641,0.7326387656379616,5.823783082027523,0.7786822965444954,2,poor,2
L133,S218,2025-12-24 20:55:47.264145,quiz,11.8440656513271,0.615123084213935,56.01822583749119,0.7643884219776408,4,poor,2
L133,S7839,2025-12-25 08:55:47.264145,video,47.60589408861597,0.7810723769137925,55.27038900455401,0.7344225875014575,3,poor,1
L133,S9353,2025-12-26 05:55:47.264145,quiz,31.63172266412029,0.5318007181888986,55.16879678064617,0.9523288511848305,3,average,2
L133,S1975,2025-12-26 16:55:47.264145,quiz,44.25086409715585,0.6262008574710756,65.6815231088449,0.7594618795706558,1,average,2
L134,S58,2025-11-30 20:55:47.262668,reading,58.60009958593785,0.61235058848634,13.78228991592354,0.7626592212117219,3,excellent,3
L134,S4061,2025-12-01 19:55:47.262668,quiz,38.03336460529504,0.5312398806789105,72.12244674989165,0.7691185214543693,4,average,2
L134,S8280,2025-12-01 20:55:47.262668,quiz,57.183477373055496,0.6340235936893188,81.14659391516817,0.7166079450815228,4,good,2
L134,S416,2025-12-02 20:55:47.265448,reading,13.025714071933,0.9714155707066309,47.289713281090485,0.837579383054152,2,good,3
L134,S152,2025-12-18 20:55:47.263603,quiz,7.83776936622905,0.8577454535496372,61.96994401994157,0.7768142695314862,2,poor,2
L135,S136,2025-12-02 20:55:47.263413,reading,49.408663849921865,0.8212879844735947,47.206043419699824,0.8086804261295774,4,good,3
L135,S3362,2025-12-03 13:55:47.263413,reading,41.187245116252576,0.9119481908123321,64.75197955701631,0.9906833191522874,2,good,3
L135,S1356,2025-12-04 06:55:47.263413,quiz,46.22878564132754,0.8637815177161003,62.98724001831789,0.8079368240145789,4,good,2
L135,S5357,2025-12-04 20:55:47.263413,quiz,32.082096756238464,0.9183648430718929,16.367566372972785,0.783086385437383,1,average,2
L135,S1877,2025-12-06 16:55:47.263413,video,26.377111286902277,0.7218507235148339,89.13139356064556,0.823399087099371,3,good,1
L136,S246,2025-12-19 20:55:47.264419,quiz,19.312835237334,0.915931556625711,61.34731386391763,0.9349049911950198,1,good,2
L136,S3374,2025-12-19 21:55:47.264419,reading,31.09492489144878,0.5049846173672592,8.476615442633317,0.9422877608688925,4,excellent,3
L136,S3488,2025-12-20 22:55:47.264419,reading,24.18787291329097,0.9615843558770897,20.66431848917053,0.9622327354077491,2,good,3
L136,S8869,2025-12-21 11:55:47.264419,reading,44.993954535707616,0.9903805871944258,15.569259775593292,0.7676993749156165,3,poor,3
L137,S8756,2025-12-29 01:55:47.487191,video,45.13737813655247,0.8677317642988416,8.001826975767933,0.807839386556183,1,average,1
L137,S1358,2025-12-29 02:55:47.487191,reading,39.28764522349455,0.9852773353642479,55.895324027037695,0.8009181170208728,2,good,3
L137,S4581,2025-12-29 18:55:47.487191,quiz,5.50039997044268,0.5377060879963942,25.035872957085548,0.9007946249090505,1,good,2
L138,S139,2025-12-07 20:55:47.263462,video,42.980812784510235,0.7711818324898692,4.459490837296154,0.836793782727981,1,excellent,1
L138,S4808,2025-12-07 21:55:47.263462,reading,18.237487434923697,0.8718012587803088,75.02718294717717,0.7951866951327715,1,excellent,3
L138,S9128,2025-12-09 12:55:47.263462,reading,46.85532906222554,0.8565071459308704,36.62863862065222,0.7158807806706454,1,excellent,3
L139,S364,2025-12-03 20:55:47.265111,video,55.02384810213001,0.588883193925624,4.6123564335733835,0.7621284754529714,2,average,1
L139,S8065,2025-12-04 17:55:47.265111,video,22.793853755537086,0.5919064447409075,57.693612334483966,0.7464524183942365,4,average,1
L139,S6780,2025-12-04 22:55:47.265111,quiz,26.255441038036437,0.710124800903771,56.21108826232295,0.7017594183661483,2,excellent,2
L14,S127,2025-11-30 20:55:47.263345,video,37.9057332047485,0.7817194636742294,90.39133302603747,0.9263863664795775,2,excellent,1
L14,S4924,2025-12-01 04:55:47.263345,reading,56.004534932246344,0.6829429047784402,31.80495725509187,0.9248278017942426,3,average,3
L14,S6831,2025-12-01 14:55:47.263345,video,17.893408000633308,0.6725418727566168,3.010387221131894,0.9884476973722336,3,excellent,1
L14,S184,2025-12-27 20:55:47.263844,reading,33.60924604333025,0.9588762445856887,22.740949586137894,0.7313212389244244,3,good,3
L140,S2069,2025-12-29 12:55:47.491754,quiz,55.602099025997894,0.6353418021508656,37.04914370595142,0.8706764217534149,1,good,2
L140,S8233,2025-12-30 02:55:47.491754,quiz,9.764086847008173,0.8345770777674254,41.03037218726621,0.8412102998473184,1,poor,2
L141,S7554,2025-12-29 10:55:47.492087,reading,26.121049068072697,0.92719975666284,74.8999017404957,0.7816946191543248,2,excellent,3
L141,S2353,2025-12-30 05:55:47.492087,quiz,54.478032711977974,0.8909662898941044,19.535896084860838,0.7260245906504145,1,poor,2
L141,S3986,2025-12-30 06:55:47.492087,video,35.28797703088557,0.9722318439410189,21.22775152855144,0.8560404543354054,2,average,1
L142,S202,2025-11-29 20:55:47.264019,quiz,26.905806118659957,0.6278224989046362,11.193592702153033,0.843477965258567,1,good,2
L142,S9325,2025-11-29 21:55:47.264019,quiz,34.17333211799835,0.8313928663718317,59.017077364974405,0.8268107708581518,4,good,2
L142,S9444,2025-11-30 08:55:47.264019,quiz,47.87156592864907,0.8835853592245304,97.26887432610853,0.7857524345990228,2,good,2
L143,S354,2025-12-08 20:55:47.265063,quiz,50.42564211899431,0.6058776753327392,62.13444972535296,0.8711948871642805,1,poor,2
L143,S313,2025-12-18 20:55:47.264788,reading,11.371412122914172,0.8607110336643659,16.713201147122124,0.8404462423903091,1,poor,3
