course_id,prereq_course_id,confidence,methods
C0052,C9692,1.0,skill_based
C0052,C9713,1.0,skill_based
C0052,C9975,1.0,skill_based
C0053,C14343,1.0,skill_based
C0053,C14497,1.0,skill_based
C0053,C14556,1.0,skill_based
C0053,C15332,1.0,skill_based
C0053,C15423,1.0,skill_based
C0056,C12728,0.41666666666666663,skill_based
C0056,C14476,0.75,skill_based
C0057,C3951,1.0,skill_based
C0057,C4354,1.0,skill_based
C0057,C6574,1.0,skill_based
C0057,C8261,1.0,skill_based
C0057,C9988,1.0,skill_based
C0059,C14732,0.6666666666666666,skill_based
C0059,C14749,0.6666666666666666,skill_based
C0059,C2046,0.6666666666666666,skill_based
C0059,C2123,0.6666666666666666,skill_based
C0059,C2544,0.6666666666666666,skill_based
C0060,C12889,1.0,skill_based
C0060,C3389,1.0,skill_based
C0060,C3548,1.0,skill_based
C0060,C5682,1.0,skill_based
C0060,C8475,1.0,skill_based
C0062,C5949,1.0,skill_based
C0062,C6637,1.0,skill_based
C0062,C8843,1.0,skill_based
C0062,C9083,1.0,skill_based
C0062,C9708,1.0,skill_based
C0063,C0404,0.375,skill_based
C0063,C1467,0.375,skill_based
C0063,C15431,0.375,skill_based
C0063,C1580,0.375,skill_based
C0063,C6629,0.375,skill_based
C0066,C0050,0.75,skill_based
C0066,C7187,0.75,skill_based
C0066,C8186,0.75,skill_based
C0066,C8415,0.75,skill_based
C0066,C8728,0.75,skill_based
C0068,C8247,1.0,skill_based
C0068,C8297,1.0,skill_based
C0068,C8307,1.0,skill_based
C0068,C9495,1.0,skill_based
C0068,C9929,1.0,skill_based
C0070,C0191,0.75,skill_based
C0070,C0311,0.75,skill_based
C0070,C0319,0.75,skill_based
C0070,C0456,0.75,skill_based
C0070,C0536,0.75,skill_based
C0072,C13127,1.0,skill_based
C0072,C13177,1.0,skill_based
C0072,C13206,1.0,skill_based
C0072,C13237,1.0,skill_based
C0072,C13645,1.0,skill_based
C0074,C7047,0.41666666666666663,skill_based
C0079,C5182,1.0,skill_based
C0079,C5415,1.0,skill_based
C0079,C5629,1.0,skill_based
C0079,C5654,1.0,skill_based
C0079,C6180,1.0,skill_based
C0083,C4346,0.41666666666666663,skill_based
C0083,C8171,0.41666666666666663,skill_based
C0086,C6067,1.0,skill_based
C0086,C6870,1.0,skill_based
C0086,C7103,1.0,skill_based
C0086,C8659,1.0,skill_based
C0086,C9736,1.0,skill_based
C0087,C1170,1.0,skill_based
C0087,C11966,1.0,skill_based
C0087,C12240,1.0,skill_based
C0087,C12344,1.0,skill_based
C0087,C12828,1.0,skill_based
C0088,C1313,1.0,skill_based
C0088,C13158,1.0,skill_based
C0088,C13169,1.0,skill_based
C0088,C1317,1.0,skill_based
C0088,C13262,1.0,skill_based
C0089,C10104,0.29166666666666663,skill_based
C0089,C12969,0.41666666666666663,skill_based
C0089,C13207,0.29166666666666663,skill_based
C0099,C5564,1.0,skill_based
C0099,C5566,1.0,skill_based
C0099,C5603,1.0,skill_based
C0099,C5628,1.0,skill_based
C0099,C5708,1.0,skill_based
C0101,C12321,0.8333333333333333,skill_based
C0101,C12442,0.6666666666666666,skill_based
C0101,C12462,0.6666666666666666,skill_based
C0101,C12595,0.6666666666666666,skill_based
C0101,C12778,0.6666666666666666,skill_based
C0107,C14571,1.0,skill_based
C0107,C5774,1.0,skill_based
C0107,C6829,1.0,skill_based
C0107,C7957,1.0,skill_based
C0107,C8260,1.0,skill_based
C0108,C0088,0.75,skill_based
C0108,C0512,0.75,skill_based
C0108,C0746,0.75,skill_based
C0108,C0796,0.75,skill_based
C0108,C10352,0.75,skill_based
C0110,C0748,0.41666666666666663,skill_based
C0110,C10429,0.225,skill_based
C0110,C9738,0.29166666666666663,skill_based
C0113,C10348,0.3333333333333333,skill_based
C0113,C1193,0.5,skill_based
C0113,C12534,0.3333333333333333,skill_based
C0113,C3181,0.3333333333333333,skill_based
C0113,C9818,0.3333333333333333,skill_based
C0115,C9059,1.0,skill_based
C0115,C9308,1.0,skill_based
C0115,C9692,1.0,skill_based
C0115,C9713,1.0,skill_based
C0115,C9975,1.0,skill_based
C0117,C0050,0.625,skill_based
C0117,C0066,0.75,skill_based
C0117,C11060,0.625,skill_based
C0117,C12906,0.625,skill_based
C0117,C1754,0.625,skill_based
C0118,C14462,1.0,skill_based
C0118,C14677,1.0,skill_based
C0118,C14735,1.0,skill_based
C0118,C14826,1.0,skill_based
C0118,C14870,1.0,skill_based
C0120,C4889,0.375,skill_based
C0124,C10444,1.0,skill_based
C0124,C10835,1.0,skill_based
C0124,C10957,1.0,skill_based
C0124,C11055,1.0,skill_based
C0124,C11074,1.0,skill_based
C0125,C8950,1.0,skill_based
C0125,C8980,1.0,skill_based
C0125,C9107,1.0,skill_based
C0125,C9188,1.0,skill_based
C0125,C9379,1.0,skill_based
C0131,C11915,0.41666666666666663,skill_based
C0131,C12981,0.41666666666666663,skill_based
C0131,C13709,0.41666666666666663,skill_based
C0131,C3061,0.29166666666666663,skill_based
C0131,C8027,0.41666666666666663,skill_based
C0133,C0068,1.0,skill_based
C0133,C0079,1.0,skill_based
C0133,C0291,1.0,skill_based
C0133,C0301,1.0,skill_based
C0133,C0890,1.0,skill_based
C0139,C6347,0.75,skill_based
C0139,C6444,0.75,skill_based
C0139,C6638,0.75,skill_based
C0139,C6666,0.75,skill_based
C0139,C6837,0.75,skill_based
C0140,C10075,1.0,skill_based
C0140,C11986,1.0,skill_based
C0140,C13858,1.0,skill_based
C0140,C8041,1.0,skill_based
C0140,C8483,1.0,skill_based
C0141,C4928,1.0,skill_based
C0141,C5425,1.0,skill_based
C0141,C6236,1.0,skill_based
C0141,C7068,1.0,skill_based
C0141,C8715,1.0,skill_based
C0147,C10936,0.6666666666666666,skill_based
C0147,C3182,0.6666666666666666,skill_based
C0147,C5834,0.375,skill_based
C0147,C6497,0.375,skill_based
C0147,C9577,0.375,skill_based
C0148,C1734,1.0,skill_based
C0148,C2114,1.0,skill_based
C0148,C2189,1.0,skill_based
C0148,C2416,1.0,skill_based
C0148,C3278,1.0,skill_based
C0151,C0315,0.75,skill_based
C0151,C11331,0.75,skill_based
C0151,C12806,0.75,skill_based
C0151,C1329,0.75,skill_based
C0151,C14299,0.75,skill_based
C0155,C0166,1.0,skill_based
C0155,C0348,1.0,skill_based
C0155,C0473,1.0,skill_based
C0155,C1050,1.0,skill_based
C0155,C10864,1.0,skill_based
C0166,C8292,1.0,skill_based
C0166,C8332,1.0,skill_based
C0166,C8387,1.0,skill_based
C0166,C8678,1.0,skill_based
C0166,C9357,1.0,skill_based
C0171,C0710,0.75,skill_based
C0171,C10235,0.75,skill_based
C0171,C3492,0.75,skill_based
C0171,C3801,0.75,skill_based
C0171,C3822,0.75,skill_based
C0180,C2115,1.0,skill_based
C0180,C2349,1.0,skill_based
C0180,C2653,1.0,skill_based
C0180,C2760,1.0,skill_based
C0180,C2903,1.0,skill_based
C0183,C14610,0.6,skill_based
C0183,C4323,0.6,skill_based
C0183,C6195,0.3333333333333333,skill_based
C0183,C6198,0.3333333333333333,skill_based
C0183,C7083,0.3333333333333333,skill_based
C0184,C9149,1.0,skill_based
C0184,C9419,1.0,skill_based
C0184,C9593,1.0,skill_based
C0184,C9667,1.0,skill_based
C0184,C9873,1.0,skill_based
C0186,C10723,0.75,skill_based
C0186,C11134,0.75,skill_based
C0186,C12165,0.75,skill_based
C0186,C13264,0.75,skill_based
C0186,C9350,0.75,skill_based
C0187,C4252,0.75,skill_based
C0187,C4741,0.75,skill_based
C0187,C8917,0.75,skill_based
C0187,C9293,0.75,skill_based
C0187,C9436,0.75,skill_based
C0190,C14585,1.0,skill_based
C0190,C1459,1.0,skill_based
C0190,C14650,1.0,skill_based
C0190,C14784,1.0,skill_based
C0190,C1498,1.0,skill_based
C0191,C8393,1.0,skill_based
C0191,C8530,1.0,skill_based
C0191,C8603,1.0,skill_based
C0191,C8708,1.0,skill_based
C0191,C8804,1.0,skill_based
C0193,C13878,1.0,skill_based
C0193,C1405,1.0,skill_based
C0193,C1418,1.0,skill_based
C0193,C14499,1.0,skill_based
C0193,C14667,1.0,skill_based
C0199,C1610,1.0,skill_based
C0199,C1672,1.0,skill_based
C0199,C1838,1.0,skill_based
C0199,C1848,1.0,skill_based
C0199,C1902,1.0,skill_based
C0203,C6377,1.0,skill_based
C0203,C6563,1.0,skill_based
C0203,C6673,1.0,skill_based
C0203,C7035,1.0,skill_based
C0203,C8078,1.0,skill_based
C0206,C4669,0.8333333333333333,skill_based
C0206,C5223,0.6666666666666666,skill_based
C0206,C5230,0.6666666666666666,skill_based
C0206,C5387,0.6666666666666666,skill_based
C0206,C9156,0.8333333333333333,skill_based
C0210,C15662,0.75,skill_based
C0210,C1631,0.75,skill_based
C0210,C2539,0.75,skill_based
C0210,C5596,0.75,skill_based
C0210,C7871,1.0,skill_based
C0212,C12209,0.75,skill_based
C0212,C1303,0.75,skill_based
C0212,C14207,0.75,skill_based
C0212,C15333,0.75,skill_based
C0212,C2415,0.75,skill_based
C0213,C12976,0.41666666666666663,skill_based
C0213,C6833,0.29166666666666663,skill_based
C0215,C3258,0.6666666666666666,skill_based
C0215,C5007,0.6666666666666666,skill_based
C0215,C5350,0.6666666666666666,skill_based
C0215,C5549,0.6666666666666666,skill_based
C0215,C7198,0.6666666666666666,skill_based
C0219,C10213,0.41666666666666663,skill_based
C0221,C14172,0.6666666666666666,skill_based
C0221,C15491,0.6666666666666666,skill_based
C0221,C5168,0.6666666666666666,skill_based
C0221,C5185,0.6666666666666666,skill_based
C0221,C6751,0.6666666666666666,skill_based
C0223,C14689,1.0,skill_based
C0224,C0141,1.0,skill_based
C0224,C0739,1.0,skill_based
C0224,C0981,1.0,skill_based
C0224,C10028,1.0,skill_based
C0224,C4396,1.0,skill_based
C0226,C14986,1.0,skill_based
C0226,C1543,1.0,skill_based
C0226,C15705,1.0,skill_based
C0226,C1986,1.0,skill_based
C0226,C2053,1.0,skill_based
C0231,C14272,1.0,skill_based
C0231,C14343,1.0,skill_based
C0231,C14497,1.0,skill_based
C0231,C14556,1.0,skill_based
C0231,C14595,1.0,skill_based
C0237,C10646,1.0,skill_based
C0237,C11794,1.0,skill_based
C0237,C1244,1.0,skill_based
C0237,C14146,1.0,skill_based
C0237,C6056,1.0,skill_based
C0238,C0625,0.375,skill_based
C0238,C0925,0.375,skill_based
C0238,C13352,0.375,skill_based
C0238,C14610,0.6666666666666666,skill_based
C0238,C4323,0.6666666666666666,skill_based
C0239,C12233,1.0,skill_based
C0239,C1710,1.0,skill_based
C0239,C3069,0.5,skill_based
C0239,C5388,1.0,skill_based
C0239,C8561,1.0,skill_based
C0240,C4771,1.0,skill_based
C0245,C0435,1.0,skill_based
C0245,C10632,1.0,skill_based
C0245,C10674,1.0,skill_based
C0245,C10897,1.0,skill_based
C0245,C11708,1.0,skill_based
C0250,C0454,1.0,skill_based
C0250,C10709,1.0,skill_based
C0250,C1135,1.0,skill_based
C0250,C11628,1.0,skill_based
C0250,C12152,1.0,skill_based
C0254,C0087,1.0,skill_based
C0254,C0397,1.0,skill_based
C0254,C0778,1.0,skill_based
C0254,C0945,1.0,skill_based
C0254,C10097,1.0,skill_based
C0259,C10234,1.0,skill_based
C0259,C10457,1.0,skill_based
C0259,C12373,1.0,skill_based
C0259,C12383,1.0,skill_based
C0259,C13092,1.0,skill_based
C0261,C0600,0.41666666666666663,skill_based
C0261,C1035,0.41666666666666663,skill_based
C0261,C1332,0.41666666666666663,skill_based
C0261,C8736,0.41666666666666663,skill_based
C0261,C8818,0.41666666666666663,skill_based
C0263,C0273,0.75,skill_based
C0263,C1041,0.75,skill_based
C0263,C11901,0.75,skill_based
C0263,C5212,0.75,skill_based
C0263,C9208,0.75,skill_based
C0267,C5913,0.75,skill_based
C0267,C6054,0.75,skill_based
C0267,C6414,0.75,skill_based
C0267,C6586,0.75,skill_based
C0267,C6645,0.75,skill_based
C0268,C6787,1.0,skill_based
C0268,C7441,1.0,skill_based
C0268,C7463,1.0,skill_based
C0268,C7506,1.0,skill_based
C0268,C7546,1.0,skill_based
C0270,C4181,1.0,skill_based
C0270,C5921,1.0,skill_based
C0270,C6940,1.0,skill_based
C0270,C8948,1.0,skill_based
C0270,C9310,1.0,skill_based
C0271,C0038,1.0,skill_based
C0271,C12058,1.0,skill_based
C0271,C12154,1.0,skill_based
C0271,C12275,1.0,skill_based
C0271,C12407,1.0,skill_based
C0272,C9634,1.0,skill_based
C0272,C9644,1.0,skill_based
C0272,C9677,1.0,skill_based
C0272,C9686,1.0,skill_based
C0272,C9763,1.0,skill_based
C0273,C1041,1.0,skill_based
C0273,C11901,1.0,skill_based
C0273,C5047,1.0,skill_based
C0273,C6856,1.0,skill_based
C0273,C9208,1.0,skill_based
C0275,C11002,1.0,skill_based
C0275,C11984,1.0,skill_based
C0275,C4740,1.0,skill_based
C0275,C6776,1.0,skill_based
C0275,C8734,1.0,skill_based
C0281,C0561,0.41666666666666663,skill_based
C0281,C10495,0.41666666666666663,skill_based
C0281,C7462,0.41666666666666663,skill_based
C0281,C8772,0.41666666666666663,skill_based
C0282,C15350,1.0,skill_based
C0282,C1892,1.0,skill_based
C0282,C4290,1.0,skill_based
C0282,C7377,1.0,skill_based
C0282,C9968,1.0,skill_based
C0286,C12558,1.0,skill_based
C0286,C1376,1.0,skill_based
C0286,C2727,1.0,skill_based
C0286,C3784,1.0,skill_based
C0286,C4969,1.0,skill_based
C0290,C8949,1.0,skill_based
C0290,C8950,1.0,skill_based
C0290,C8980,1.0,skill_based
C0290,C9107,1.0,skill_based
C0290,C9188,1.0,skill_based
C0291,C0068,1.0,skill_based
C0291,C0079,1.0,skill_based
C0291,C0133,1.0,skill_based
C0291,C0301,1.0,skill_based
C0291,C0890,1.0,skill_based
C0301,C1876,1.0,skill_based
C0301,C2295,1.0,skill_based
C0301,C2365,1.0,skill_based
C0301,C2389,1.0,skill_based
C0301,C2691,1.0,skill_based
C0302,C0410,0.8333333333333333,skill_based
C0302,C14730,0.8333333333333333,skill_based
C0302,C3494,0.8333333333333333,skill_based
C0302,C7479,0.8333333333333333,skill_based
C0302,C9978,0.8333333333333333,skill_based
C0305,C8603,1.0,skill_based
C0305,C8708,1.0,skill_based
C0305,C8791,1.0,skill_based
C0305,C8804,1.0,skill_based
C0305,C8853,1.0,skill_based
C0308,C0088,1.0,skill_based
C0308,C0099,1.0,skill_based
C0308,C0125,1.0,skill_based
C0308,C0268,1.0,skill_based
C0308,C0290,1.0,skill_based
C0309,C12209,0.6666666666666666,skill_based
C0309,C1303,0.6666666666666666,skill_based
C0309,C13055,0.6666666666666666,skill_based
C0309,C14207,0.6666666666666666,skill_based
C0309,C15333,0.6666666666666666,skill_based
C0311,C9565,1.0,skill_based
C0311,C9634,1.0,skill_based
C0311,C9644,1.0,skill_based
C0311,C9677,1.0,skill_based
C0311,C9686,1.0,skill_based
C0315,C10383,1.0,skill_based
C0315,C11277,1.0,skill_based
C0315,C11331,1.0,skill_based
C0315,C11758,1.0,skill_based
C0315,C12265,1.0,skill_based
C0316,C13673,0.6666666666666666,skill_based
C0316,C13817,0.6666666666666666,skill_based
C0316,C13968,0.6666666666666666,skill_based
C0316,C14985,0.6666666666666666,skill_based
C0316,C15104,0.6666666666666666,skill_based
C0319,C9634,1.0,skill_based
C0319,C9644,1.0,skill_based
C0319,C9677,1.0,skill_based
C0319,C9686,1.0,skill_based
C0319,C9763,1.0,skill_based
C0320,C2442,1.0,skill_based
C0320,C2867,1.0,skill_based
C0320,C3440,1.0,skill_based
C0320,C4874,1.0,skill_based
C0320,C8649,1.0,skill_based
C0323,C15209,0.375,skill_based
C0323,C8904,0.6666666666666666,skill_based
C0324,C1653,1.0,skill_based
C0324,C5135,1.0,skill_based
C0324,C5561,1.0,skill_based
C0324,C6215,1.0,skill_based
C0324,C8970,1.0,skill_based
C0326,C14461,0.6666666666666666,skill_based
C0326,C15302,0.6666666666666666,skill_based
C0326,C15320,0.6666666666666666,skill_based
C0326,C15548,0.6666666666666666,skill_based
C0326,C2446,0.6666666666666666,skill_based
C0327,C11123,0.75,skill_based
C0327,C12149,0.75,skill_based
C0327,C12286,0.75,skill_based
C0327,C12414,1.0,skill_based
C0327,C9656,1.0,skill_based
C0335,C11850,0.29166666666666663,skill_based
C0335,C13761,0.29166666666666663,skill_based
C0335,C7258,0.41666666666666663,skill_based
C0337,C0308,1.0,skill_based
C0337,C0347,1.0,skill_based
C0337,C0372,1.0,skill_based
C0337,C0379,1.0,skill_based
C0337,C0436,1.0,skill_based
C0347,C0953,1.0,skill_based
C0347,C0975,1.0,skill_based
C0347,C10116,1.0,skill_based
C0347,C10354,1.0,skill_based
C0347,C11908,1.0,skill_based
C0348,C3612,1.0,skill_based
C0348,C3688,1.0,skill_based
C0348,C4269,1.0,skill_based
C0348,C4621,1.0,skill_based
C0348,C5876,1.0,skill_based
C0349,C0320,1.0,skill_based
C0349,C10888,1.0,skill_based
C0349,C1142,1.0,skill_based
C0349,C11591,1.0,skill_based
C0349,C12358,1.0,skill_based
C0358,C12452,0.29166666666666663,skill_based
C0358,C12968,0.41666666666666663,skill_based
C0358,C1438,0.29166666666666663,skill_based
C0358,C2730,0.41666666666666663,skill_based
C0358,C9224,0.41666666666666663,skill_based
C0360,C1222,0.625,skill_based
C0360,C13532,0.625,skill_based
C0360,C15654,0.625,skill_based
C0360,C5415,0.625,skill_based
C0360,C5629,0.625,skill_based
C0366,C6845,1.0,skill_based
C0366,C7436,1.0,skill_based
C0366,C8739,1.0,skill_based
C0366,C8917,1.0,skill_based
C0366,C9293,1.0,skill_based
C0368,C11374,1.0,skill_based
C0368,C12074,1.0,skill_based
C0368,C14337,1.0,skill_based
C0368,C14780,1.0,skill_based
C0368,C14969,1.0,skill_based
C0370,C5948,1.0,skill_based
C0370,C6035,1.0,skill_based
C0370,C6092,1.0,skill_based
C0370,C6530,1.0,skill_based
C0370,C6974,1.0,skill_based
C0371,C13204,0.6666666666666666,skill_based
C0371,C13335,0.6666666666666666,skill_based
C0371,C13354,0.6666666666666666,skill_based
C0371,C1352,0.6666666666666666,skill_based
C0371,C14573,0.8333333333333333,skill_based
C0372,C9188,1.0,skill_based
C0372,C9377,1.0,skill_based
C0372,C9379,1.0,skill_based
C0372,C9582,1.0,skill_based
C0372,C9628,1.0,skill_based
C0373,C4338,1.0,skill_based
C0373,C5405,1.0,skill_based
C0373,C5558,1.0,skill_based
C0373,C6962,1.0,skill_based
C0373,C7476,1.0,skill_based
C0374,C1459,1.0,skill_based
C0374,C14784,1.0,skill_based
C0374,C1496,1.0,skill_based
C0374,C1498,1.0,skill_based
C0374,C15039,1.0,skill_based
C0375,C10266,1.0,skill_based
C0375,C11343,1.0,skill_based
C0375,C14005,1.0,skill_based
C0375,C2662,1.0,skill_based
C0375,C4560,1.0,skill_based
C0377,C3319,1.0,skill_based
C0377,C7303,1.0,skill_based
C0377,C7599,1.0,skill_based
C0377,C8127,1.0,skill_based
C0377,C9904,1.0,skill_based
C0379,C13039,1.0,skill_based
C0379,C1313,1.0,skill_based
C0379,C13158,1.0,skill_based
C0379,C13169,1.0,skill_based
C0379,C1317,1.0,skill_based
C0382,C0658,0.29166666666666663,skill_based
C0382,C2999,0.225,skill_based
C0384,C0511,1.0,skill_based
C0384,C13073,1.0,skill_based
C0384,C4907,0.75,skill_based
C0384,C4944,0.75,skill_based
C0384,C4958,0.75,skill_based
C0386,C14548,0.41666666666666663,skill_based
C0386,C15029,0.41666666666666663,skill_based
C0396,C6454,1.0,skill_based
C0396,C6839,1.0,skill_based
C0396,C7650,1.0,skill_based
C0396,C8747,1.0,skill_based
C0396,C9432,1.0,skill_based
C0397,C13644,1.0,skill_based
C0397,C13660,1.0,skill_based
C0397,C13875,1.0,skill_based
C0397,C13977,1.0,skill_based
C0397,C14887,1.0,skill_based
C0398,C0282,1.0,skill_based
C0398,C10986,1.0,skill_based
C0398,C4290,1.0,skill_based
C0398,C7377,1.0,skill_based
C0398,C9968,1.0,skill_based
C0400,C0396,0.75,skill_based
C0400,C0632,0.75,skill_based
C0400,C0804,0.75,skill_based
C0400,C0821,0.75,skill_based
C0400,C11066,0.75,skill_based
C0403,C13918,0.75,skill_based
C0403,C13965,0.75,skill_based
C0403,C1399,0.75,skill_based
C0403,C14775,0.75,skill_based
C0403,C8952,1.0,skill_based
C0404,C1467,0.41666666666666663,skill_based
C0404,C15431,0.41666666666666663,skill_based
C0404,C1580,0.41666666666666663,skill_based
C0404,C2059,0.41666666666666663,skill_based
C0404,C6629,0.41666666666666663,skill_based
C0410,C10477,1.0,skill_based
C0410,C11417,0.75,skill_based
C0410,C3494,1.0,skill_based
C0410,C7025,1.0,skill_based
C0410,C7479,1.0,skill_based
C0415,C6620,1.0,skill_based
C0415,C6935,1.0,skill_based
C0415,C7108,1.0,skill_based
C0415,C7204,1.0,skill_based
C0415,C9235,1.0,skill_based
C0417,C15642,1.0,skill_based
C0417,C3982,1.0,skill_based
C0417,C4262,1.0,skill_based
C0417,C4265,1.0,skill_based
C0417,C9396,1.0,skill_based
C0420,C10616,1.0,skill_based
C0420,C10688,1.0,skill_based
C0420,C10739,1.0,skill_based
C0420,C1093,1.0,skill_based
C0420,C10956,1.0,skill_based
C0422,C0688,1.0,skill_based
C0422,C0725,1.0,skill_based
C0422,C1043,1.0,skill_based
C0422,C10610,1.0,skill_based
C0422,C11468,1.0,skill_based
C0424,C14067,1.0,skill_based
C0424,C3850,1.0,skill_based
C0424,C4876,1.0,skill_based
C0424,C9971,1.0,skill_based
C0424,C9986,1.0,skill_based
C0428,C11145,0.375,skill_based
C0428,C9304,0.375,skill_based
C0429,C3187,0.20833333333333331,skill_based
C0429,C5297,0.6666666666666666,skill_based
C0429,C5919,0.26666666666666666,skill_based
C0431,C5401,1.0,skill_based
C0431,C6844,1.0,skill_based
C0431,C7459,1.0,skill_based
C0431,C7854,1.0,skill_based
C0431,C7865,1.0,skill_based
C0433,C10980,0.3333333333333333,skill_based
C0433,C1530,1.0,skill_based
C0433,C5471,1.0,skill_based
C0435,C10674,1.0,skill_based
C0435,C10897,1.0,skill_based
C0435,C11298,1.0,skill_based
C0435,C11497,1.0,skill_based
C0435,C11708,1.0,skill_based
C0436,C9580,1.0,skill_based
C0436,C9582,1.0,skill_based
C0436,C9747,1.0,skill_based
C0436,C9796,1.0,skill_based
C0436,C9936,1.0,skill_based
C0438,C12133,1.0,skill_based
C0438,C12332,1.0,skill_based
C0438,C12408,1.0,skill_based
C0438,C12486,1.0,skill_based
C0438,C12504,1.0,skill_based
C0439,C13248,1.0,skill_based
C0439,C13518,1.0,skill_based
C0439,C14220,1.0,skill_based
C0439,C14319,1.0,skill_based
C0439,C15419,1.0,skill_based
C0441,C1103,1.0,skill_based
C0441,C2413,1.0,skill_based
C0441,C2454,1.0,skill_based
C0441,C6512,1.0,skill_based
C0441,C6807,1.0,skill_based
C0442,C6045,1.0,skill_based
C0442,C6280,1.0,skill_based
C0442,C8050,1.0,skill_based
C0442,C9285,1.0,skill_based
C0442,C9730,1.0,skill_based
C0444,C11684,0.41666666666666663,skill_based
C0444,C2070,0.29166666666666663,skill_based
C0444,C6861,0.41666666666666663,skill_based
C0453,C12095,0.41666666666666663,skill_based
C0453,C1692,0.41666666666666663,skill_based
C0453,C2117,0.41666666666666663,skill_based
C0454,C0250,1.0,skill_based
C0454,C4218,1.0,skill_based
C0454,C4879,1.0,skill_based
C0454,C6942,1.0,skill_based
C0454,C7165,1.0,skill_based
C0455,C12074,0.75,skill_based
C0455,C12329,0.75,skill_based
C0455,C12489,0.75,skill_based
C0455,C14337,0.75,skill_based
C0455,C4149,1.0,skill_based
C0456,C10755,1.0,skill_based
C0456,C10799,1.0,skill_based
C0456,C10851,1.0,skill_based
C0456,C10989,1.0,skill_based
C0456,C11089,1.0,skill_based
C0457,C9098,1.0,skill_based
C0457,C9281,1.0,skill_based
C0457,C9913,1.0,skill_based
C0457,C9934,1.0,skill_based
C0457,C9942,1.0,skill_based
C0458,C8592,1.0,skill_based
C0458,C8721,1.0,skill_based
C0458,C8790,1.0,skill_based
C0458,C9741,1.0,skill_based
C0458,C9937,1.0,skill_based
C0462,C10960,1.0,skill_based
C0462,C12945,1.0,skill_based
C0462,C13421,1.0,skill_based
C0462,C14024,1.0,skill_based
C0462,C14265,1.0,skill_based
C0467,C0203,1.0,skill_based
C0467,C1138,1.0,skill_based
C0467,C14569,1.0,skill_based
C0467,C6673,1.0,skill_based
C0467,C8078,1.0,skill_based
C0469,C11056,0.29166666666666663,skill_based
C0469,C1225,0.41666666666666663,skill_based
C0469,C3475,0.41666666666666663,skill_based
C0469,C5997,0.29166666666666663,skill_based
C0469,C7874,0.41666666666666663,skill_based
C0472,C0739,0.75,skill_based
C0472,C0981,0.75,skill_based
C0472,C10504,0.75,skill_based
C0472,C10659,0.75,skill_based
C0472,C11139,0.75,skill_based
C0473,C5876,1.0,skill_based
C0473,C6435,1.0,skill_based
C0473,C6665,1.0,skill_based
C0473,C7140,1.0,skill_based
C0473,C9357,1.0,skill_based
C0475,C8418,0.625,skill_based
C0475,C8459,0.625,skill_based
C0475,C8505,0.625,skill_based
C0475,C8507,0.625,skill_based
C0475,C8513,0.625,skill_based
C0482,C5733,1.0,skill_based
C0482,C5913,1.0,skill_based
C0482,C6054,1.0,skill_based
C0482,C6414,1.0,skill_based
